Sample_ID,District,Latitude,Longitude,Agro_Ecological_Zone,Soil_Order_Classification,pH,Nitrogen,Phosphorus,Potassium,Organic_Carbon,Sand,Clay,Silt
SL_SOIL_00191,Matara,5.919803,80.461765,Wet Zone,Ultisols,5.64,0.967,13.21,112.88,1.8,52.93,34.17,12.91
SL_SOIL_00192,Hambantota,6.277198,81.092678,Dry Zone,Alfisols,7.19,0.653,9.73,111.22,1.11,72.07,16.9,11.02
SL_SOIL_00193,Matale,7.422895,80.8293,Intermediate Zone,Alfisols,5.62,1.193,15.43,98.5,1.66,53.1,30.44,16.46
SL_SOIL_00194,Colombo,6.947707,79.898067,Wet Zone,Ultisols,6.37,1.286,12.74,123.56,2.27,54.51,30.45,15.04
SL_SOIL_00195,Puttalam,8.099018,79.896455,Dry Zone,Alfisols,6.42,0.819,14.55,119.74,0.71,72.41,19.48,8.11
SL_SOIL_00196,Jaffna,9.613943,80.133589,Dry Zone,Alfisols,7.79,0.724,10.49,162.65,0.89,71.59,11.77,16.64
SL_SOIL_00197,Mannar,8.853331,80.055554,Dry Zone,Alfisols,7.26,0.526,13.5,145.84,0.46,78.55,8.91,12.53
SL_SOIL_00198,Ratnapura,6.600241,80.383434,Wet Zone,Ultisols,5.27,1.355,20.74,150.91,2.53,42.84,37.62,19.54
SL_SOIL_00199,Batticaloa,7.725055,81.555496,Dry Zone,Vertisols,6.41,1.045,12.91,173.81,1.71,63.66,23.29,13.05
SL_SOIL_00200,Badulla,7.020141,81.029884,Up Country Intermediate Zone,Inceptisols,4.86,1.676,20.17,140.11,2.71,42.97,32.25,24.78
SL_SOIL_00201,Ratnapura,6.64337,80.353789,Wet Zone,Ultisols,4.88,1.479,17.77,134.72,2.38,46.0,42.61,11.38
SL_SOIL_00202,Hambantota,6.182874,80.902564,Dry Zone,Alfisols,6.53,1.078,9.41,80.29,1.0,67.98,15.75,16.27
SL_SOIL_00203,Anuradhapura,8.590541,80.466961,Dry Zone,Alfisols,6.86,0.755,15.17,127.94,0.82,66.97,13.22,19.81
SL_SOIL_00204,Trincomalee,8.434464,81.08684,Dry Zone,Alfisols,6.82,0.785,7.5,149.49,1.03,69.8,24.68,5.53
SL_SOIL_00205,Trincomalee,8.403696,81.107308,Dry Zone,Alfisols,6.62,0.738,10.62,131.8,1.45,73.16,17.61,9.23
SL_SOIL_00206,Anuradhapura,7.964041,80.747962,Dry Zone,Alfisols,5.73,0.723,8.38,132.39,0.89,69.34,16.01,14.65
SL_SOIL_00207,Mannar,8.977674,79.841116,Dry Zone,Alfisols,7.29,0.736,6.36,131.64,0.85,85.0,6.45,8.55
SL_SOIL_00208,Galle,6.092324,80.100519,Wet Zone,Ultisols,4.61,1.107,13.46,137.11,2.05,58.64,31.94,9.43
SL_SOIL_00209,Gampaha,7.111157,79.858124,Wet Zone,Ultisols,5.07,1.046,13.76,136.86,1.46,46.38,20.96,32.66
SL_SOIL_00210,Kalutara,6.457244,80.056443,Wet Zone,Ultisols,4.86,1.302,15.19,129.17,1.26,46.81,27.65,25.54
SL_SOIL_00211,Trincomalee,8.649774,81.311821,Dry Zone,Alfisols,6.98,1.02,9.21,115.76,1.05,64.95,17.65,17.4
SL_SOIL_00212,Matale,7.79962,80.616098,Intermediate Zone,Alfisols,5.03,1.184,27.01,108.15,1.97,47.72,31.35,20.93
SL_SOIL_00213,Trincomalee,8.855332,81.048538,Dry Zone,Alfisols,6.83,0.708,15.83,123.14,1.06,68.35,24.59,7.05
SL_SOIL_00214,Ratnapura,6.596737,80.474013,Wet Zone,Ultisols,4.96,1.151,20.48,138.75,2.73,43.66,36.21,20.13
SL_SOIL_00215,Trincomalee,8.618379,81.0712,Dry Zone,Alfisols,6.86,0.768,8.45,152.19,1.52,60.42,22.62,16.96
SL_SOIL_00216,Trincomalee,8.506332,80.777615,Dry Zone,Alfisols,7.22,0.859,12.74,143.27,1.23,73.88,19.05,7.07
SL_SOIL_00217,Gampaha,7.23672,79.932551,Wet Zone,Ultisols,5.94,1.233,11.68,121.37,1.55,62.37,17.67,19.96
SL_SOIL_00218,Gampaha,7.014274,79.952916,Wet Zone,Ultisols,6.09,1.138,12.1,117.18,1.37,60.34,26.04,13.62
SL_SOIL_00219,Badulla,7.000416,81.050466,Up Country Intermediate Zone,Inceptisols,4.94,1.088,18.82,139.35,1.37,36.9,46.32,16.78
SL_SOIL_00220,Monaragala,7.042316,81.31623,Intermediate Zone,Alfisols,6.01,1.23,16.36,145.6,1.75,61.55,21.43,17.01
SL_SOIL_00221,Matale,7.560459,80.834339,Intermediate Zone,Alfisols,5.26,1.127,14.27,102.62,1.8,57.05,18.84,24.11
SL_SOIL_00222,Colombo,6.950912,79.978905,Wet Zone,Ultisols,5.66,1.305,10.21,134.05,1.93,48.42,30.47,21.11
SL_SOIL_00223,Colombo,6.936663,79.954937,Wet Zone,Ultisols,5.81,0.937,8.57,97.57,1.42,60.65,30.34,9.01
SL_SOIL_00224,Puttalam,8.070982,79.948615,Dry Zone,Alfisols,6.89,0.828,9.61,115.75,0.93,78.79,10.83,10.38
SL_SOIL_00225,Gampaha,7.193643,79.915319,Wet Zone,Ultisols,5.53,1.109,13.2,107.35,1.64,54.16,18.9,26.94
SL_SOIL_00226,Polonnaruwa,8.147538,81.086965,Dry Zone,Vertisols,6.7,0.993,16.91,142.29,1.45,59.05,28.26,12.69
SL_SOIL_00227,Mannar,8.903585,80.063624,Dry Zone,Alfisols,7.37,0.686,3.36,146.16,0.6,78.51,5.0,16.49
SL_SOIL_00228,Nuwara Eliya,6.867759,80.854577,Up Country Wet Zone,Inceptisols,5.43,1.558,28.42,182.43,3.73,38.92,33.37,27.72
SL_SOIL_00229,Monaragala,6.916657,81.440186,Intermediate Zone,Alfisols,5.96,1.056,11.78,117.9,1.62,59.22,18.7,22.09
SL_SOIL_00230,Kandy,7.32763,80.578118,Wet Zone,Ultisols,4.97,1.124,22.18,123.09,1.32,45.18,30.25,24.57
SL_SOIL_00231,Monaragala,7.22093,81.165015,Intermediate Zone,Alfisols,6.08,0.943,16.86,110.86,1.2,62.65,20.68,16.67
SL_SOIL_00232,Kilinochchi,9.334421,80.42971,Dry Zone,Alfisols,6.63,0.681,15.79,155.39,1.13,62.31,12.98,24.71
SL_SOIL_00233,Ratnapura,6.660502,80.656113,Wet Zone,Ultisols,4.59,1.546,18.26,150.08,3.03,45.95,43.65,10.4
SL_SOIL_00234,Trincomalee,8.518399,80.76717,Dry Zone,Alfisols,6.41,1.181,12.9,139.84,1.35,56.1,20.56,23.34
SL_SOIL_00235,Nuwara Eliya,7.045432,80.700939,Up Country Wet Zone,Inceptisols,4.66,1.442,10.48,165.79,3.05,40.78,40.02,19.2
SL_SOIL_00236,Ratnapura,6.804617,80.653928,Wet Zone,Ultisols,4.68,1.291,13.32,130.65,2.1,46.0,35.19,18.81
SL_SOIL_00237,Matale,7.544323,80.775854,Intermediate Zone,Alfisols,5.22,1.046,17.09,126.18,1.9,52.97,25.03,22.0
SL_SOIL_00238,Anuradhapura,8.173207,80.834613,Dry Zone,Alfisols,6.62,1.009,12.38,123.72,1.12,70.29,11.8,17.91
SL_SOIL_00239,Gampaha,7.0072,80.043116,Wet Zone,Ultisols,5.56,0.858,9.78,120.22,1.05,59.71,27.7,12.59
SL_SOIL_00240,Nuwara Eliya,6.935844,80.654775,Up Country Wet Zone,Inceptisols,5.24,1.774,14.29,170.95,3.41,31.49,38.59,29.91
SL_SOIL_00241,Badulla,7.100218,81.111247,Up Country Intermediate Zone,Inceptisols,4.8,1.332,7.92,139.63,2.11,40.69,41.53,17.78
SL_SOIL_00242,Kilinochchi,9.310209,80.466495,Dry Zone,Alfisols,7.12,0.817,11.16,178.05,1.02,58.61,17.16,24.23
SL_SOIL_00243,Ampara,7.0746,81.83448,Dry Zone,Vertisols,6.95,1.041,15.87,138.51,1.65,53.22,24.3,22.48
SL_SOIL_00244,Ampara,7.192097,81.867447,Dry Zone,Vertisols,6.84,1.197,10.53,145.52,1.68,57.56,28.81,13.63
SL_SOIL_00245,Colombo,6.832694,79.875599,Wet Zone,Ultisols,5.78,1.097,13.14,113.21,1.48,60.78,32.07,7.15
SL_SOIL_00246,Hambantota,6.150446,80.718543,Dry Zone,Alfisols,6.8,0.613,6.16,107.31,1.06,65.31,17.04,17.65
SL_SOIL_00247,Nuwara Eliya,6.951725,80.705175,Up Country Wet Zone,Inceptisols,4.85,1.769,19.53,140.18,3.21,40.72,34.0,25.28
SL_SOIL_00248,Ampara,7.321443,81.549729,Dry Zone,Vertisols,6.31,1.24,16.12,133.58,1.37,59.51,29.05,11.44
SL_SOIL_00249,Kalutara,6.446909,79.990516,Wet Zone,Ultisols,5.47,1.224,15.18,128.12,1.83,46.53,22.6,30.87
SL_SOIL_00250,Anuradhapura,8.050927,80.788226,Dry Zone,Alfisols,6.75,0.639,3.0,138.45,1.04,69.38,16.76,13.86
SL_SOIL_00251,Kandy,7.334118,80.650526,Wet Zone,Ultisols,5.7,1.088,18.88,140.88,1.66,51.45,27.94,20.61
SL_SOIL_00252,Puttalam,8.13588,79.805096,Dry Zone,Alfisols,6.83,0.765,14.89,123.25,1.14,77.95,7.45,14.6
SL_SOIL_00253,Kalutara,6.429327,80.175071,Wet Zone,Ultisols,5.67,1.475,12.58,137.8,2.33,52.41,38.29,9.3
SL_SOIL_00254,Puttalam,8.170511,79.830338,Dry Zone,Alfisols,6.79,0.806,6.15,118.29,0.93,75.18,13.36,11.46
SL_SOIL_00255,Anuradhapura,8.572581,80.841721,Dry Zone,Alfisols,6.09,0.726,6.67,134.09,1.06,71.71,10.46,17.83
SL_SOIL_00256,Galle,5.961127,80.172284,Wet Zone,Ultisols,4.66,1.23,20.12,124.13,1.6,43.38,30.74,25.87
SL_SOIL_00257,Anuradhapura,8.03417,80.584727,Dry Zone,Alfisols,5.82,1.155,14.15,115.18,0.73,74.65,14.16,11.19
SL_SOIL_00258,Hambantota,6.019402,80.854803,Dry Zone,Alfisols,6.88,0.958,11.67,114.08,1.25,69.23,21.0,9.77
SL_SOIL_00259,Colombo,6.894997,79.93936,Wet Zone,Ultisols,5.88,1.143,8.65,126.92,1.59,48.91,23.14,27.95
SL_SOIL_00260,Matara,5.920503,80.524623,Wet Zone,Ultisols,5.63,1.32,10.37,113.54,1.41,41.25,27.9,30.85
SL_SOIL_00261,Galle,6.132753,80.119156,Wet Zone,Ultisols,4.89,1.148,16.69,134.32,2.29,48.35,30.79,20.86
SL_SOIL_00262,Kurunegala,7.623827,80.59098,Intermediate Zone,Alfisols,6.48,1.021,10.03,142.66,1.05,58.39,16.71,24.9
SL_SOIL_00263,Matara,5.966882,80.579802,Wet Zone,Ultisols,5.24,1.253,10.84,113.23,1.73,58.94,27.93,13.13
SL_SOIL_00264,Colombo,6.881643,79.809512,Wet Zone,Ultisols,6.1,1.48,13.07,118.73,1.77,61.59,23.1,15.31
SL_SOIL_00265,Kilinochchi,9.602853,80.491139,Dry Zone,Alfisols,6.7,1.129,15.02,159.1,1.07,63.65,14.98,21.37
SL_SOIL_00266,Kegalle,7.236167,80.423423,Wet Zone,Ultisols,4.95,1.382,15.03,141.45,1.82,50.3,31.89,17.82
SL_SOIL_00267,Kegalle,7.272113,80.241302,Wet Zone,Ultisols,5.18,1.412,13.84,119.25,2.19,51.09,32.21,16.7
SL_SOIL_00268,Kurunegala,7.77598,80.221724,Intermediate Zone,Alfisols,6.83,1.31,13.64,133.68,1.28,61.52,17.48,21.0
SL_SOIL_00269,Monaragala,6.743304,81.339911,Intermediate Zone,Alfisols,5.43,0.801,11.75,120.04,1.56,60.59,20.92,18.49
SL_SOIL_00270,Jaffna,9.649497,80.061529,Dry Zone,Alfisols,7.84,1.337,10.51,158.57,0.82,65.71,13.78,20.52
SL_SOIL_00271,Kalutara,6.489891,79.982381,Wet Zone,Ultisols,5.49,1.154,16.46,126.35,1.79,52.98,19.43,27.59
SL_SOIL_00272,Galle,6.14182,80.331666,Wet Zone,Ultisols,5.35,1.125,16.6,134.61,1.21,50.01,33.38,16.62
SL_SOIL_00273,Ampara,7.046117,81.86583,Dry Zone,Vertisols,6.3,1.467,18.02,129.45,1.3,47.59,22.67,29.73
SL_SOIL_00274,Ampara,6.928335,81.48822,Dry Zone,Vertisols,6.82,0.77,13.99,145.11,1.46,43.51,25.12,31.37
SL_SOIL_00275,Kegalle,7.341624,80.255706,Wet Zone,Ultisols,4.95,1.448,9.13,114.28,1.33,43.92,32.01,24.07
SL_SOIL_00276,Anuradhapura,8.190609,80.401522,Dry Zone,Alfisols,6.92,0.726,9.27,132.38,1.02,63.47,15.31,21.23
SL_SOIL_00277,Trincomalee,8.594315,80.729777,Dry Zone,Alfisols,6.79,1.276,3.0,139.4,1.34,56.81,18.07,25.11
SL_SOIL_00278,Gampaha,7.224878,80.132264,Wet Zone,Ultisols,6.01,1.433,18.65,116.75,1.98,58.83,28.89,12.28
SL_SOIL_00279,Colombo,6.944695,79.927221,Wet Zone,Ultisols,5.74,0.98,12.83,118.94,1.49,49.32,23.75,26.93
SL_SOIL_00280,Ampara,7.346758,81.882216,Dry Zone,Vertisols,6.22,1.177,19.21,154.25,1.14,57.5,24.89,17.62
SL_SOIL_00281,Mannar,9.08128,79.80651,Dry Zone,Alfisols,6.83,0.742,21.84,173.71,0.87,76.89,12.79,10.32
SL_SOIL_00282,Matale,7.691369,80.644936,Intermediate Zone,Alfisols,5.95,1.112,5.33,128.24,1.49,56.5,24.19,19.31
SL_SOIL_00283,Matale,7.683101,80.657998,Intermediate Zone,Alfisols,5.55,1.515,10.68,135.75,1.61,48.09,25.23,26.68
SL_SOIL_00284,Monaragala,7.285244,81.231821,Intermediate Zone,Alfisols,6.08,0.725,17.37,122.87,1.16,64.73,23.51,11.76
SL_SOIL_00285,Hambantota,6.036827,80.919611,Dry Zone,Alfisols,6.91,0.958,10.66,131.32,1.21,63.62,19.08,17.3
SL_SOIL_00286,Hambantota,6.156374,80.796125,Dry Zone,Alfisols,6.31,0.745,18.28,116.15,0.88,72.73,13.81,13.46
SL_SOIL_00287,Kalutara,6.621243,80.12623,Wet Zone,Ultisols,5.07,1.583,19.61,148.26,1.96,51.28,31.02,17.71
SL_SOIL_00288,Puttalam,7.637588,79.753123,Dry Zone,Alfisols,6.74,0.688,13.39,124.54,1.05,73.41,20.04,6.55
SL_SOIL_00289,Ampara,7.289241,81.763634,Dry Zone,Vertisols,6.06,1.42,8.26,143.79,1.55,64.97,24.42,10.6
SL_SOIL_00290,Ampara,7.229268,81.798143,Dry Zone,Vertisols,6.68,1.151,16.33,171.71,1.6,57.62,23.23,19.15
SL_SOIL_00291,Kalutara,6.504737,80.211837,Wet Zone,Ultisols,5.28,1.207,13.78,131.2,1.58,47.95,31.7,20.36
SL_SOIL_00292,Anuradhapura,8.458136,80.461651,Dry Zone,Alfisols,6.6,0.633,12.4,120.79,1.19,75.82,14.42,9.76
SL_SOIL_00293,Ratnapura,6.722514,80.381394,Wet Zone,Ultisols,4.69,1.535,18.24,157.8,2.92,51.59,37.39,11.02
SL_SOIL_00294,Badulla,7.149668,81.097779,Up Country Intermediate Zone,Inceptisols,5.16,1.514,10.49,142.33,1.85,38.36,43.81,17.83
SL_SOIL_00295,Ratnapura,6.650858,80.571764,Wet Zone,Ultisols,5.0,1.389,16.94,121.26,2.24,49.57,38.52,11.91
SL_SOIL_00296,Colombo,6.970676,79.921688,Wet Zone,Ultisols,5.92,1.336,9.33,113.23,1.97,53.39,17.62,28.99
SL_SOIL_00297,Ratnapura,6.828758,80.546178,Wet Zone,Ultisols,5.44,1.752,26.44,148.82,2.87,50.55,27.81,21.64
SL_SOIL_00298,Anuradhapura,8.184068,80.882263,Dry Zone,Alfisols,6.77,0.751,15.49,124.0,0.93,64.93,13.14,21.93
SL_SOIL_00299,Kilinochchi,9.323029,80.532394,Dry Zone,Alfisols,6.69,0.925,9.92,139.21,0.72,63.37,20.75,15.88
SL_SOIL_00300,Trincomalee,8.703843,81.48671,Dry Zone,Alfisols,6.71,1.016,4.39,142.47,0.89,68.69,18.9,12.41
SL_SOIL_00301,Matara,5.951661,80.668527,Wet Zone,Ultisols,5.53,1.223,18.51,148.98,2.22,53.59,25.48,20.93
SL_SOIL_00302,Kandy,7.439946,80.685231,Wet Zone,Ultisols,6.19,1.544,14.28,138.34,2.21,53.71,30.13,16.15
SL_SOIL_00303,Nuwara Eliya,6.908151,80.678876,Up Country Wet Zone,Inceptisols,4.42,1.482,17.21,150.66,2.76,48.72,38.29,12.99
SL_SOIL_00304,Matara,5.984098,80.579755,Wet Zone,Ultisols,5.56,1.258,17.24,130.78,1.43,50.93,18.03,31.04
SL_SOIL_00305,Anuradhapura,8.106222,80.455223,Dry Zone,Alfisols,6.52,1.086,16.52,144.37,0.93,62.5,19.45,18.04
SL_SOIL_00306,Kalutara,6.440841,80.1796,Wet Zone,Ultisols,5.33,1.292,8.45,153.82,2.24,52.65,22.65,24.69
SL_SOIL_00307,Ampara,7.484862,81.812802,Dry Zone,Vertisols,6.34,1.059,17.84,151.08,1.28,59.52,25.03,15.45
SL_SOIL_00308,Kegalle,7.181294,80.318892,Wet Zone,Ultisols,5.68,1.448,10.71,110.46,1.69,51.3,27.46,21.25
SL_SOIL_00309,Kalutara,6.615684,80.119007,Wet Zone,Ultisols,5.78,1.263,18.22,132.19,1.72,50.45,28.52,21.03
SL_SOIL_00310,Kegalle,7.192416,80.290437,Wet Zone,Ultisols,4.78,1.421,15.54,118.07,1.83,48.98,29.91,21.11
SL_SOIL_00311,Kurunegala,7.671297,80.497671,Intermediate Zone,Alfisols,5.65,1.023,9.72,160.46,1.77,64.08,24.5,11.42
SL_SOIL_00312,Vavuniya,8.989075,80.414337,Dry Zone,Alfisols,6.86,0.852,11.03,163.81,1.15,63.22,28.56,8.21
SL_SOIL_00313,Kurunegala,7.950854,80.668718,Intermediate Zone,Alfisols,6.17,0.735,14.12,148.37,1.1,56.68,23.57,19.75
SL_SOIL_00314,Gampaha,7.174362,79.877149,Wet Zone,Ultisols,5.22,1.009,8.66,116.73,1.05,57.01,27.7,15.3
SL_SOIL_00315,Badulla,6.879201,81.003308,Up Country Intermediate Zone,Inceptisols,4.68,1.375,24.45,136.44,1.42,55.03,39.67,5.3
SL_SOIL_00316,Kalutara,6.53582,80.228588,Wet Zone,Ultisols,5.32,1.227,14.09,131.29,1.63,45.97,32.45,21.58
SL_SOIL_00317,Ampara,7.287819,81.836655,Dry Zone,Vertisols,7.08,1.354,15.65,152.95,1.82,61.14,25.07,13.79
SL_SOIL_00318,Hambantota,6.18535,80.770485,Dry Zone,Alfisols,6.37,0.783,13.1,105.19,1.33,65.8,23.55,10.65
SL_SOIL_00319,Kandy,7.270887,80.606776,Wet Zone,Ultisols,6.03,1.622,8.95,116.17,2.04,42.52,29.59,27.88
SL_SOIL_00320,Colombo,6.953227,79.999621,Wet Zone,Ultisols,5.31,1.001,10.88,102.97,1.39,37.63,24.57,37.8
SL_SOIL_00321,Kandy,7.254568,80.57609,Wet Zone,Ultisols,5.05,1.899,13.8,155.2,2.44,50.2,32.18,17.62
SL_SOIL_00322,Colombo,6.954398,79.918526,Wet Zone,Ultisols,5.68,1.062,18.12,127.94,1.31,48.26,24.09,27.65
SL_SOIL_00323,Vavuniya,8.905701,80.61599,Dry Zone,Alfisols,6.94,1.056,14.33,164.88,1.29,59.47,22.24,18.29
SL_SOIL_00324,Polonnaruwa,7.993674,80.887105,Dry Zone,Vertisols,6.04,0.948,19.32,156.98,1.03,54.58,17.0,28.42
SL_SOIL_00325,Ampara,7.206803,81.803343,Dry Zone,Vertisols,6.44,0.996,16.1,130.75,1.29,59.54,32.56,7.9
SL_SOIL_00326,Anuradhapura,8.319218,80.464647,Dry Zone,Alfisols,5.55,0.845,4.29,144.91,1.27,63.13,15.19,21.67
SL_SOIL_00327,Ratnapura,6.587293,80.609761,Wet Zone,Ultisols,4.69,1.721,20.81,137.61,2.07,31.88,37.89,30.23
SL_SOIL_00328,Matara,6.139478,80.656067,Wet Zone,Ultisols,5.58,1.171,17.88,127.1,1.38,47.92,28.07,24.01
SL_SOIL_00329,Galle,6.083868,80.333937,Wet Zone,Ultisols,5.74,1.503,19.33,118.78,2.16,48.3,28.34,23.36
SL_SOIL_00330,Kalutara,6.513118,80.277306,Wet Zone,Ultisols,5.87,0.945,14.8,111.78,1.34,54.0,19.78,26.22
SL_SOIL_00331,Trincomalee,8.695676,81.27536,Dry Zone,Alfisols,6.73,1.193,11.08,144.97,1.6,53.21,25.32,21.46
SL_SOIL_00332,Colombo,6.877745,79.896525,Wet Zone,Ultisols,5.7,1.516,14.9,111.18,2.0,46.48,32.07,21.45
SL_SOIL_00333,Ampara,7.035691,81.836415,Dry Zone,Vertisols,6.2,1.245,12.06,133.24,1.64,51.45,22.66,25.89
SL_SOIL_00334,Mannar,8.971003,80.019852,Dry Zone,Alfisols,6.96,0.471,8.96,136.14,0.6,74.64,6.32,19.04
SL_SOIL_00335,Puttalam,8.092923,79.714895,Dry Zone,Alfisols,7.11,1.124,8.82,82.64,0.97,78.94,8.99,12.07
SL_SOIL_00336,Badulla,6.846161,81.130539,Up Country Intermediate Zone,Inceptisols,5.19,1.716,17.36,137.07,1.5,52.88,37.22,9.9
SL_SOIL_00337,Monaragala,7.135689,81.213757,Intermediate Zone,Alfisols,6.2,1.077,10.38,130.84,1.13,66.6,26.84,6.56
SL_SOIL_00338,Badulla,7.068931,81.03592,Up Country Intermediate Zone,Inceptisols,4.97,1.509,24.04,146.84,2.22,36.16,30.02,33.82
SL_SOIL_00339,Vavuniya,8.888793,80.64475,Dry Zone,Alfisols,6.66,0.987,13.95,126.63,1.72,68.96,18.01,13.03
SL_SOIL_00340,Nuwara Eliya,6.998246,80.784421,Up Country Wet Zone,Inceptisols,5.17,1.75,20.56,140.04,3.62,41.91,37.0,21.09
SL_SOIL_00341,Nuwara Eliya,6.873277,80.767035,Up Country Wet Zone,Inceptisols,4.91,1.584,16.48,152.29,3.73,25.92,46.7,27.38
SL_SOIL_00342,Mullaitivu,9.361132,80.917736,Dry Zone,Alfisols,6.55,0.772,12.28,139.05,0.81,72.88,20.0,7.12
SL_SOIL_00343,Puttalam,7.804761,79.783735,Dry Zone,Alfisols,6.17,0.799,6.52,139.27,0.71,75.43,7.24,17.34
SL_SOIL_00344,Badulla,6.98903,81.157093,Up Country Intermediate Zone,Inceptisols,4.8,1.559,15.22,158.0,2.76,39.85,36.45,23.71
SL_SOIL_00345,Matara,6.12407,80.551123,Wet Zone,Ultisols,6.04,1.132,16.79,110.56,1.7,46.01,20.08,33.91
SL_SOIL_00346,Gampaha,7.208972,79.880383,Wet Zone,Ultisols,5.29,1.179,18.61,120.82,1.23,56.58,24.71,18.7
SL_SOIL_00347,Polonnaruwa,8.070009,80.954867,Dry Zone,Vertisols,6.55,0.937,12.67,150.56,1.39,68.66,18.96,12.38
SL_SOIL_00348,Colombo,6.914504,79.913554,Wet Zone,Ultisols,6.07,1.261,14.09,149.85,1.56,56.38,22.42,21.2
SL_SOIL_00349,Batticaloa,7.892503,81.477173,Dry Zone,Vertisols,6.74,0.85,16.86,126.18,1.02,58.51,26.97,14.51
SL_SOIL_00350,Colombo,6.881922,79.938978,Wet Zone,Ultisols,5.77,0.771,21.18,105.39,1.37,43.08,21.94,34.98
SL_SOIL_00351,Matale,7.555239,80.622688,Intermediate Zone,Alfisols,5.61,1.35,14.85,121.08,2.21,45.93,17.77,36.3
SL_SOIL_00352,Ampara,6.919769,81.695064,Dry Zone,Vertisols,6.27,0.999,20.31,138.38,0.93,54.52,24.7,20.78
SL_SOIL_00353,Puttalam,7.816721,79.860055,Dry Zone,Alfisols,6.86,0.825,3.0,126.12,1.14,73.93,9.64,16.43
SL_SOIL_00354,Kandy,7.396919,80.612207,Wet Zone,Ultisols,5.57,1.432,14.99,150.9,1.82,50.46,38.94,10.61
SL_SOIL_00355,Kalutara,6.428852,80.217978,Wet Zone,Ultisols,5.49,1.31,11.55,123.57,1.52,55.13,35.92,8.95
SL_SOIL_00356,Trincomalee,8.402539,81.434207,Dry Zone,Alfisols,6.76,1.113,10.94,167.36,1.41,61.54,20.45,18.0
SL_SOIL_00357,Trincomalee,8.71198,81.200878,Dry Zone,Alfisols,6.71,0.976,10.64,127.82,1.44,69.34,24.15,6.51
SL_SOIL_00358,Mannar,9.033728,79.952558,Dry Zone,Alfisols,7.0,0.611,14.62,151.07,0.98,57.63,12.9,29.47
SL_SOIL_00359,Vavuniya,8.844409,80.549677,Dry Zone,Alfisols,6.73,0.99,11.49,137.54,1.07,68.37,19.37,12.26
SL_SOIL_00360,Polonnaruwa,7.750474,81.280944,Dry Zone,Vertisols,6.79,1.273,5.77,127.1,1.06,59.07,12.08,28.85
SL_SOIL_00361,Nuwara Eliya,6.9695,80.767842,Up Country Wet Zone,Inceptisols,4.7,1.707,16.87,146.89,3.03,37.3,41.57,21.13
SL_SOIL_00362,Kalutara,6.710315,80.042063,Wet Zone,Ultisols,5.71,1.054,18.28,113.43,1.73,55.36,29.62,15.02
SL_SOIL_00363,Hambantota,6.028958,81.053296,Dry Zone,Alfisols,6.47,1.028,7.54,113.49,0.69,67.32,15.64,17.04
SL_SOIL_00364,Matale,7.442966,80.580349,Intermediate Zone,Alfisols,5.67,1.262,13.75,130.23,1.91,57.99,27.22,14.8
SL_SOIL_00365,Ratnapura,6.639314,80.686312,Wet Zone,Ultisols,5.78,1.85,10.47,149.7,3.24,42.98,30.11,26.91
SL_SOIL_00366,Trincomalee,8.747941,80.831663,Dry Zone,Alfisols,6.57,1.171,24.12,125.24,1.59,61.96,15.28,22.75
SL_SOIL_00367,Vavuniya,8.776089,80.633284,Dry Zone,Alfisols,6.67,0.77,10.84,158.49,1.35,58.71,13.43,27.86
SL_SOIL_00368,Polonnaruwa,8.072433,80.839827,Dry Zone,Vertisols,6.08,0.904,16.97,138.28,1.18,61.26,19.2,19.55
SL_SOIL_00369,Kalutara,6.551055,80.217261,Wet Zone,Ultisols,5.53,1.435,16.93,105.04,2.17,54.08,28.28,17.64
SL_SOIL_00370,Colombo,6.811565,79.960694,Wet Zone,Ultisols,5.99,1.306,9.45,138.74,2.0,46.42,29.5,24.08
SL_SOIL_00371,Anuradhapura,8.161478,80.701982,Dry Zone,Alfisols,6.26,0.814,18.25,111.43,0.96,66.16,24.52,9.32
SL_SOIL_00372,Polonnaruwa,7.832006,80.802699,Dry Zone,Vertisols,6.29,0.983,15.75,133.04,0.98,63.33,15.12,21.56
SL_SOIL_00373,Monaragala,6.88187,81.124706,Intermediate Zone,Alfisols,6.11,0.872,15.23,133.98,1.5,57.72,13.33,28.95
SL_SOIL_00374,Colombo,6.810124,79.820177,Wet Zone,Ultisols,5.88,1.315,11.29,101.97,2.14,64.18,30.21,5.61
SL_SOIL_00375,Kalutara,6.672066,80.144839,Wet Zone,Ultisols,5.58,1.335,11.14,111.14,1.61,54.63,32.28,13.09
SL_SOIL_00376,Kurunegala,7.57306,80.216729,Intermediate Zone,Alfisols,5.75,1.025,12.09,142.13,1.12,63.9,17.78,18.32
SL_SOIL_00377,Kegalle,7.205749,80.30432,Wet Zone,Ultisols,4.7,1.223,12.76,111.45,1.82,43.65,37.73,18.62
SL_SOIL_00378,Jaffna,9.700552,80.088972,Dry Zone,Alfisols,7.9,0.936,5.92,180.16,0.95,77.81,10.56,11.63
SL_SOIL_00379,Badulla,6.832036,80.914109,Up Country Intermediate Zone,Inceptisols,5.68,1.853,20.36,136.03,3.25,51.42,28.87,19.71
SL_SOIL_00380,Kalutara,6.564164,80.126549,Wet Zone,Ultisols,5.63,1.73,6.89,125.81,1.95,38.32,23.53,38.15
