Sample_ID,District,Latitude,Longitude,Agro_Ecological_Zone,Soil_Order_Classification,pH,Nitrogen,Phosphorus,Potassium,Organic_Carbon,Sand,Clay,Silt,pH_scaled,Nitrogen_scaled,Phosphorus_scaled,Potassium_scaled,Organic_Carbon_scaled,Sand_scaled,Clay_scaled,Silt_scaled
SL_SOIL_00093,Polonnaruwa,7.899583,81.099298,Dry Zone,Vertisols,6.06,1.031,15.17,132.63,1.3,66.97,22.23,10.79,-0.004153115801959771,-0.2847505435917247,0.36616887329926107,-0.15212016613994986,-0.3898428996300258,0.8530632612834345,-0.16144563102432488,-1.0729200167964972
SL_SOIL_00094,Ratnapura,6.806336,80.715848,Wet Zone,Ultisols,5.24,1.656,12.83,151.18,2.81,49.91,24.47,25.63,-1.0274568891211697,1.695279826725223,-0.14105147643652527,0.8309256495992355,1.8563957518598244,-0.7399468445120282,0.10277844874193758,0.9744476999819566
SL_SOIL_00095,Kegalle,7.287004,80.311294,Wet Zone,Ultisols,4.66,1.478,21.86,133.95,2.5,43.67,33.54,22.79,-1.7512571190298798,1.1313671772589564,1.816298847543881,-0.08216757979085458,1.395247419434756,-1.322618770664647,1.1726500574383671,0.5826333929974008
SL_SOIL_00096,Mullaitivu,9.000075,80.787689,Dry Zone,Alfisols,6.79,1.142,7.72,121.46,0.84,76.49,15.08,8.43,0.9068368287383136,0.06690285017656519,-1.2486993341928794,-0.7440674309273728,-1.0741275219381923,1.7420114563111482,-1.0048394570639578,-1.3985121873892972
SL_SOIL_00097,Hambantota,6.047374,80.658702,Dry Zone,Alfisols,6.3,0.708,10.0,103.49,0.93,72.38,19.41,8.2,0.2953504276085412,-1.308030238971523,-0.7544846344503182,-1.6963765041798335,-0.9402457480083335,1.3582323511048557,-0.49408487430149484,-1.43024362774368
SL_SOIL_00098,Batticaloa,7.519043,81.371981,Dry Zone,Vertisols,6.48,1.039,13.13,142.53,1.04,54.87,16.86,28.27,0.5199780851664174,-0.25940615485166774,-0.07602322647039865,0.37252423147826763,-0.7766124687607284,-0.27679736474968974,-0.7948756793925529,1.3386694501366143
SL_SOIL_00099,Mullaitivu,9.211988,80.823116,Dry Zone,Alfisols,6.42,1.024,13.12,167.06,1.06,57.74,8.04,34.21,0.44510219931379164,-0.3069268837392742,-0.0781908348026032,1.6724764611322949,-0.746860963442982,-0.008805629483981366,-1.835257993472212,2.158168387984594
SL_SOIL_00100,Colombo,6.884585,79.925623,Wet Zone,Ultisols,5.89,0.996,7.83,105.75,1.49,58.57,19.91,21.51,-0.21630145905106432,-0.39563224432947347,-1.224855642538633,-1.576609197248806,-0.10720359911143541,0.06869720684721624,-0.43510628506795407,0.40604102928605196
SL_SOIL_00101,Kegalle,7.14693,80.545712,Wet Zone,Ultisols,4.96,1.42,15.31,93.29,1.42,42.11,34.64,23.25,-1.376877689766754,0.9476203588935436,0.3965153899501202,-2.23691921687739,-0.21133386772354776,-1.4682867522028022,1.302402953752157,0.646096273706167
SL_SOIL_00102,Galle,6.035462,80.318469,Wet Zone,Ultisols,5.75,1.287,12.52,123.1,1.23,46.94,23.22,29.84,-0.391011859373856,0.5262698960900971,-0.20824733473485604,-0.6571566418269812,-0.4939731682421381,-1.0172762709019767,-0.044668024341914345,1.5552710212513159
SL_SOIL_00103,Hambantota,6.263245,81.048046,Dry Zone,Alfisols,6.35,0.72,9.3,111.35,1.2,57.59,16.71,25.7,0.3577469991523953,-1.2700136558614377,-0.9062172177046132,-1.2798406491011278,-0.5386004262187577,-0.022812166170342273,-0.8125692561626149,0.984105094872421
SL_SOIL_00104,Ratnapura,6.705885,80.306555,Wet Zone,Ultisols,5.26,1.562,16.31,123.69,2.78,44.91,33.33,21.76,-1.0024982605036286,1.3974832590295545,0.6132762231705414,-0.6258899555042792,1.8117684938832046,-1.206831400724063,1.14787904996028,0.4405317253234248
SL_SOIL_00105,Colombo,6.803784,80.004902,Wet Zone,Ultisols,5.97,1.367,12.31,95.8,1.89,59.45,27.16,13.39,-0.11646694458089735,0.7797137834906667,-0.25376710971114436,-2.103903314046913,0.4878265072434917,0.15086888874053458,0.42008325881838704,-0.7142167780078191
SL_SOIL_00106,Mannar,8.897665,79.979403,Dry Zone,Alfisols,6.98,0.691,7.27,154.19,0.96,73.61,12.94,13.45,1.1439438006049605,-1.3618870650441441,-1.346241709142069,0.9904387442286122,-0.895618490031714,1.4730859519330166,-1.2572678189835125,-0.7059390109588498
SL_SOIL_00107,Matara,5.906452,80.588323,Wet Zone,Ultisols,5.47,1.154,11.76,132.33,1.85,55.15,28.29,16.57,-0.7404326600194404,0.10491943328665061,-0.37298556798237636,-0.16801848121928886,0.42832349660799923,-0.25065182960181565,0.553374870486189,-0.27549512441243623
SL_SOIL_00108,Ratnapura,6.707918,80.448676,Wet Zone,Ultisols,5.32,1.744,18.15,128.27,1.92,49.71,40.58,9.71,-0.9276223746510027,1.9740681028658495,1.012116156296117,-0.3831756786263558,0.5324537652201112,-0.7586222267605093,2.003068593846621,-1.2219198236779478
SL_SOIL_00109,Kilinochchi,9.358126,80.273642,Dry Zone,Alfisols,7.29,0.857,9.15,145.3,1.18,68.01,17.21,14.78,1.5308025441768567,-0.8359909986879627,-0.9387313426876764,0.5193186740441734,-0.5683519315365041,0.9501752489755383,-0.7535906669290742,-0.5224485080400261
SL_SOIL_00110,Puttalam,8.13618,79.906839,Dry Zone,Alfisols,6.55,1.12,12.69,122.49,1.13,74.85,8.9,16.25,0.6073332853278127,-0.0027942188585907296,-0.1713979930873844,-0.689483215821639,-0.6427306948308701,1.5888733218736006,-1.733814819990522,-0.3196432153402735
SL_SOIL_00111,Trincomalee,8.484752,80.74078,Dry Zone,Alfisols,6.26,0.84,13.5,154.6,1.32,61.01,30.05,8.94,0.2454331703734577,-0.8898478247605838,0.00417828182115715,1.01216644150371,-0.3600913943122794,0.29653687027868897,0.7609795045882528,-1.3281511674730564
SL_SOIL_00112,Matara,6.061864,80.660939,Wet Zone,Ultisols,5.05,1.193,25.61,127.27,2.29,56.06,35.22,8.72,-1.2645638609878165,0.2284733283944286,2.6291519721204617,-0.4361700622241563,1.082856613598419,-0.16567884037122502,1.370818117263064,-1.3585029799859445
SL_SOIL_00113,Kalutara,6.405837,80.018171,Wet Zone,Ultisols,5.29,1.259,21.5,118.85,2.1,50.23,29.53,20.24,-0.9650603175773156,0.43756453549989777,1.7382649475845293,-0.88238277211763,0.8002173130798288,-0.710066232914458,0.6996417717853705,0.23082829341619732
SL_SOIL_00114,Kalutara,6.560876,80.186516,Wet Zone,Ultisols,5.77,1.698,16.47,122.5,2.21,39.62,37.42,22.96,-0.3660532307563148,1.828337867610522,0.6479579564858089,-0.6889532719856607,0.9638505923274335,-1.7007952611963957,1.630323909890644,0.6060870663028145
SL_SOIL_00115,Colombo,6.822963,79.902271,Wet Zone,Ultisols,5.32,1.253,17.76,124.41,1.36,55.79,18.77,25.43,-0.9276223746510027,0.4185562439448551,0.9275794313401532,-0.5877339993138635,-0.3005883836767866,-0.19089060640667518,-0.5695774685204271,0.9468551431520584
SL_SOIL_00116,Matale,7.662361,80.609644,Intermediate Zone,Alfisols,5.34,1.092,12.46,100.92,1.5,55.28,26.46,18.26,-0.9026637460334614,-0.09149957944879006,-0.22125298472808105,-1.8325720700261785,-0.09232784645256222,-0.23851283114030253,0.33751323389143006,-0.04233801919979541
SL_SOIL_00117,Jaffna,9.649168,80.072368,Dry Zone,Alfisols,7.05,0.568,12.35,147.01,0.83,66.37,10.36,23.27,1.2312990007663558,-1.7515570419225195,-0.24509667638232768,0.6099390699964099,-1.0890032745970655,0.7970371145379908,-1.561597339428583,0.6488555293891567
SL_SOIL_00118,Galle,6.029761,80.203879,Wet Zone,Ultisols,5.5,1.378,14.55,121.86,1.92,43.97,30.56,25.46,-0.7029947170931276,0.8145623180082446,0.2317771567025999,-0.7228696774882526,0.5324537652201112,-1.2946056972919253,0.8211376656064642,0.9509940266765433
SL_SOIL_00119,Hambantota,6.010826,80.942928,Dry Zone,Alfisols,6.19,0.995,4.86,108.75,1.03,57.27,18.14,24.59,0.1580779702120624,-0.3988002929219806,-1.868635317203285,-1.417626046455407,-0.7914882214196016,-0.05269277776791252,-0.6438904909546883,0.8309664044664855
SL_SOIL_00120,Galle,6.029019,80.256742,Wet Zone,Ultisols,4.96,1.577,12.59,121.43,2.18,42.33,27.57,30.09,-1.376877689766754,1.445003987917161,-0.19307407640942648,-0.7456572624353061,0.9192233343508143,-1.4477438317294726,0.4684457019898905,1.5897617172886889
SL_SOIL_00121,Hambantota,6.06341,80.98488,Dry Zone,Alfisols,6.11,1.029,15.93,112.28,0.66,63.14,20.74,16.12,0.05824345574189543,-0.2910866407767389,0.5309071065467814,-1.2305558723551737,-1.3418910697979094,0.495429691225016,-0.3372018269402766,-0.3375783772797073
SL_SOIL_00122,Matara,6.044744,80.453652,Wet Zone,Ultisols,5.73,1.118,19.87,125.85,2.31,45.32,22.85,31.83,-0.4159704879913972,-0.009130316043604968,1.3849447894352425,-0.511422086933032,1.1126081189161654,-1.1685468671146757,-0.08831218037473422,1.8298169617088038
SL_SOIL_00123,Mannar,8.906399,79.899834,Dry Zone,Alfisols,7.82,0.879,11.95,161.52,0.88,75.45,11.01,13.54,2.192206202541713,-0.7662939296528061,-0.33180100967049636,1.3788875760004848,-1.0146245113026995,1.6448994686190457,-1.4849251734249798,-0.6935223603853956
SL_SOIL_00124,Gampaha,7.159622,79.945923,Wet Zone,Ultisols,5.59,0.846,19.69,110.83,1.02,59.07,26.19,14.75,-0.59068088831419,-0.870839533205541,1.3459278394555667,-1.3073977285719836,-0.8063639740784748,0.1153856624684197,0.3056647957053181,-0.5265873915645107
SL_SOIL_00125,Colombo,6.944676,79.820931,Wet Zone,Ultisols,5.26,1.015,9.63,114.36,1.23,57.91,31.95,10.14,-1.0024982605036286,-0.3354393210718386,-0.834686142741874,-1.1203275544717504,-0.4939731682421381,0.00706844542722731,0.9850981436757076,-1.1625958264936664
SL_SOIL_00126,Ampara,7.120177,81.473614,Dry Zone,Vertisols,6.68,0.901,9.33,163.1,1.26,58.06,23.88,18.06,0.7695643713418338,-0.6965968606176495,-0.8997143927080006,1.4626187020850074,-0.4493459102655185,0.021074982113588884,0.03318371344635949,-0.0699305760296941
SL_SOIL_00127,Monaragala,7.245059,81.487247,Intermediate Zone,Alfisols,6.07,1.203,9.24,136.22,1.44,57.53,19.05,23.42,0.008326198506811933,0.2601538143194998,-0.9192228676978386,0.03812967097615132,-0.1815823624058014,-0.028414780844886904,-0.5365494585496442,0.6695499470115808
SL_SOIL_00128,Monaragala,7.151579,81.541949,Intermediate Zone,Alfisols,5.92,0.963,13.23,122.98,1.51,58.8,24.41,16.79,-0.17886351612475143,-0.5001778478822084,-0.05434714314835657,-0.6635159678587167,-0.07745209379368902,0.09017389643296954,0.09570101803391283,-0.24514331189954824
SL_SOIL_00129,Ratnapura,6.869137,80.343878,Wet Zone,Ultisols,4.85,1.683,16.61,130.38,2.94,40.27,33.04,26.69,-1.514150147163234,1.7808171387229155,0.678304473136668,-0.27135752923499923,2.0497805364251755,-1.6401002688888306,1.1136714682048263,1.120688251180418
SL_SOIL_00130,Matale,7.470851,80.551542,Intermediate Zone,Alfisols,5.54,1.205,8.88,130.91,1.58,60.68,23.48,15.84,-0.653077459858044,0.26648991150451407,-0.9972567676571902,-0.2432705059281653,0.026678174818423335,0.2657224895686948,-0.013999157940472963,-0.37620795684156505
SL_SOIL_00131,Kalutara,6.681136,80.295297,Wet Zone,Ultisols,5.23,1.506,21.32,108.81,1.86,56.04,27.69,16.27,-1.0399362034299402,1.220072537849156,1.6992479976048536,-1.4144463834395387,0.44319924926687243,-0.16754637859607344,0.48260056340594043,-0.3168839596572838
SL_SOIL_00132,Mannar,8.877814,80.046166,Dry Zone,Alfisols,7.19,0.957,16.3,139.63,0.98,73.62,5.0,21.38,1.4060094010891486,-0.5191861394372511,0.6111086148383376,0.21884051904464819,-0.8658669847139676,1.474019721045441,-2.19384781601214,0.38810586734661773
SL_SOIL_00133,Matara,6.098266,80.69531,Wet Zone,Ultisols,5.13,1.096,13.87,110.94,0.96,47.25,29.57,23.18,-1.1647293465176496,-0.0788273850787616,0.08437979011271295,-1.3015683463762255,-0.895618490031714,-0.9883294284168304,0.7043600589240536,0.6364388788157025
SL_SOIL_00134,Badulla,6.92252,80.964138,Up Country Intermediate Zone,Inceptisols,4.85,1.389,14.51,145.32,2.21,50.78,41.25,7.97,-1.514150147163234,0.8494108525258233,0.22310672337378284,0.5203785617161284,0.9638505923274335,-0.6587089317311338,2.0820999034195657,-1.4619750680980632
SL_SOIL_00135,Kalutara,6.70222,79.996301,Wet Zone,Ultisols,5.52,1.36,8.6,121.81,1.93,47.81,25.45,26.74,-0.6780360884755864,0.7575374433431171,-1.0579498009589083,-0.7255193966681425,0.5473295178789844,-0.9360383581210823,0.21837648363967754,1.127586390387892
SL_SOIL_00136,Colombo,6.82194,79.903965,Wet Zone,Ultisols,5.79,1.091,3.41,102.72,1.65,55.53,30.46,14.01,-0.3410946021387725,-0.09466762804129754,-2.182938525372896,-1.7371821795501392,0.13080844343053535,-0.21516860332970078,0.8093419477597562,-0.6286798518351345
SL_SOIL_00137,Kalutara,6.563793,80.093748,Wet Zone,Ultisols,5.65,1.316,12.94,142.8,2.12,54.78,32.29,12.93,-0.5158050024615641,0.6181433052728039,-0.11720778478227901,0.38683271504967415,0.8299688183975752,-0.285201286761506,1.0252035843545153,-0.7776796587165854
SL_SOIL_00138,Matale,7.503841,80.550493,Intermediate Zone,Alfisols,5.44,1.114,19.71,128.43,2.32,55.77,22.27,21.95,-0.7778706029457522,-0.021802510413633444,1.350263056119975,-0.37469657725070804,1.1274838715750384,-0.19275814463152294,-0.15672734388564172,0.46674465431182793
SL_SOIL_00139,Batticaloa,7.75649,81.168836,Dry Zone,Vertisols,6.99,1.135,15.78,140.74,1.48,64.6,16.82,18.57,1.1564231149137312,0.044726510029015704,0.4983929815637181,0.2776642848382066,-0.1220793517703086,0.6317599816389295,-0.799593966531236,0.0004304438865467827
SL_SOIL_00140,Vavuniya,8.69687,80.329201,Dry Zone,Alfisols,6.99,1.152,16.29,137.23,1.41,66.58,17.93,15.5,1.1564231149137312,0.09858333610163637,0.608941006506133,0.09165399840992855,-0.22620962038242096,0.8166462658988957,-0.6686614984327756,-0.4231153034523922
SL_SOIL_00141,Kalutara,6.496077,80.168632,Wet Zone,Ultisols,5.47,1.357,18.75,124.43,1.5,51.0,31.52,17.48,-0.7404326600194404,0.7480332975655954,1.1421726562283703,-0.586674111641907,-0.09232784645256222,-0.6381660112578044,0.9343765569348625,-0.14994899083639893
SL_SOIL_00142,Colombo,6.80571,79.933742,Wet Zone,Ultisols,6.19,0.976,17.87,113.68,1.92,53.56,29.58,16.86,0.1580779702120624,-0.45899321617961586,0.9514231229943995,-1.1563637353182539,0.5324537652201112,-0.39912111847724235,0.7055396307087242,-0.2354859170090838
SL_SOIL_00143,Matale,7.745169,80.630123,Intermediate Zone,Alfisols,6.0,1.357,13.31,126.81,1.94,48.3,25.53,26.17,-0.07902900165458446,0.7480332975655954,-0.037006276490722835,-0.46054747867914386,0.5622052705378576,-0.8902836716123034,0.2278130579170443,1.0489476034226823
SL_SOIL_00144,Monaragala,6.642998,81.134355,Intermediate Zone,Alfisols,5.45,0.641,12.83,147.96,1.07,60.26,24.83,14.91,-0.7653912886369816,-1.5202894946694998,-0.14105147643652527,0.6602837344143205,-0.7319852107841089,0.22650418684688375,0.14524303299008687,-0.5045133461005922
SL_SOIL_00145,Vavuniya,8.88356,80.697514,Dry Zone,Alfisols,6.99,0.73,15.93,141.01,0.91,54.26,18.82,26.93,1.1564231149137312,-1.2383331699363664,0.5309071065467814,0.29197276840961156,-0.9699972533260798,-0.3337572806075579,-0.563679609597073,1.1537993193762957
SL_SOIL_00146,Galle,6.060018,80.220713,Wet Zone,Ultisols,5.45,1.282,15.6,143.82,1.87,48.32,31.21,20.46,-0.7653912886369816,0.5104296531275618,0.4593760315840423,0.44088698631942885,0.45807500192574563,-0.888416133387455,0.8978098316100673,0.2611801059290858
SL_SOIL_00147,Hambantota,6.176298,81.033129,Dry Zone,Alfisols,7.25,0.69,11.16,122.27,0.82,66.8,11.95,21.26,1.4808852869417732,-1.3650551136366513,-0.5030420679146292,-0.7011419802131549,-1.1038790272559387,0.8371891863722251,-1.3740454256659231,0.3715503332486791
SL_SOIL_00148,Batticaloa,7.831681,81.070933,Dry Zone,Vertisols,7.42,1.019,11.87,146.77,1.64,65.41,27.3,7.29,1.6930336301908777,-0.3227671267018101,-0.3491418763281301,0.5972204179329389,0.11593269077166217,0.7073952797452794,0.43659726380377856,-1.5557897613197176
SL_SOIL_00149,Batticaloa,7.926463,81.069494,Dry Zone,Vertisols,6.81,1.127,20.38,149.71,1.79,59.23,29.17,11.6,0.9317954573558549,0.01938212128895875,1.4954928143776571,0.75302390571047,0.3390689806547601,0.1303259682672045,0.6571771875372211,-0.961170161635409
SL_SOIL_00150,Jaffna,9.685085,79.965555,Dry Zone,Alfisols,7.98,0.864,13.82,173.91,1.03,71.49,21.42,7.1,2.3918752314820466,-0.8138146585404129,0.0735417484516921,2.0354879887772226,-0.7914882214196016,1.2751269000991134,-0.2569909455826608,-1.5820026903081208
SL_SOIL_00151,Mullaitivu,9.268562,80.95947,Dry Zone,Alfisols,7.2,0.948,19.36,145.62,1.08,57.91,18.36,23.73,1.418488715397919,-0.5476985767698153,1.2743967644928271,0.536276876795469,-0.7171094581252357,0.00706844542722731,-0.6179399116919305,0.712318410097923
SL_SOIL_00152,Puttalam,7.995077,80.166478,Dry Zone,Alfisols,6.78,1.212,13.5,133.16,1.09,74.22,7.07,18.7,0.894357514429543,0.2886662516520635,0.00417828182115715,-0.12403314283311594,-0.7022337054663625,1.5300458677908848,-1.949676456585281,0.01836560582598054
SL_SOIL_00153,Galle,6.068129,80.194556,Wet Zone,Ultisols,4.4,1.344,11.98,133.62,2.21,43.57,32.25,24.18,-2.075719291057922,0.7068486658630032,-0.3252981846738835,-0.09965572637812764,0.9638505923274335,-1.331956461788888,1.020485297215832,0.774401662965194
SL_SOIL_00154,Trincomalee,8.580197,80.769657,Dry Zone,Alfisols,6.95,0.752,12.79,123.34,1.25,68.39,17.82,13.78,1.1065058576786477,-1.1686361009012098,-0.14972190976534233,-0.6444379897635087,-0.4642216629243917,0.9856584752476525,-0.6816367880641545,-0.6604112921895177
SL_SOIL_00155,Anuradhapura,8.17809,80.44733,Dry Zone,Alfisols,6.11,0.929,7.86,146.93,1.21,71.76,15.32,12.92,0.05824345574189543,-0.6078915000274501,-1.2183528175420202,0.6056995193085867,-0.5237246735598845,1.3003386661345644,-0.9765297342318583,-0.7790592865580802
SL_SOIL_00156,Kandy,7.270592,80.566191,Wet Zone,Ultisols,4.86,1.58,20.05,117.21,2.25,49.25,31.2,19.55,-1.5016708328544623,1.4545081336946826,1.4239617394149182,-0.9692935612180216,1.0233536029629264,-0.8015756059320165,0.8966302598253963,0.1356339723530485
SL_SOIL_00157,Matale,7.445963,80.551151,Intermediate Zone,Alfisols,6.54,1.213,13.75,125.14,1.92,43.07,29.04,27.89,0.5948539710190421,0.291834300244571,0.05836849012626253,-0.5490480992874694,0.5324537652201112,-1.3786449174100914,0.6418427543365003,1.2862435921598077
SL_SOIL_00158,Monaragala,6.660977,81.292431,Intermediate Zone,Alfisols,5.79,1.061,15.81,132.17,1.02,52.14,22.42,25.45,-0.3410946021387725,-0.1897090858165111,0.504895806560331,-0.17649758259493814,-0.8063639740784748,-0.5317163324414604,-0.13903376711557924,0.9496143988350482
SL_SOIL_00159,Galle,6.057715,80.178048,Wet Zone,Ultisols,5.6,1.484,21.67,139.35,2.26,35.89,28.15,35.96,-0.5782015740054194,1.1503754688139993,1.7751142892320013,0.20400209163726418,1.0382293556217992,-2.049091140130573,0.5368608655007976,2.399603260246204
SL_SOIL_00160,Mullaitivu,9.025003,80.663107,Dry Zone,Alfisols,6.79,1.159,9.94,176.16,0.79,60.15,21.29,18.56,0.9068368287383136,0.12075967624918656,-0.7674902844435436,2.1547253518722718,-1.148506285232558,0.21623272661021906,-0.2723253787833817,-0.000949183954948348
SL_SOIL_00161,Batticaloa,7.556422,81.35786,Dry Zone,Vertisols,6.64,0.872,13.1,121.58,1.3,64.27,28.14,7.6,0.7196471141067503,-0.788470269800356,-0.08252605146701154,-0.7377081048956365,-0.3898428996300258,0.6009456009289355,0.535681293716127,-1.513021298233375
SL_SOIL_00162,Kilinochchi,9.404884,80.634841,Dry Zone,Alfisols,7.06,1.066,16.58,174.39,1.45,48.49,20.12,31.39,1.2437783150751265,-0.17386884285397516,0.671801648140055,2.060925292904166,-0.1667066097469282,-0.8725420584762456,-0.4103352775898669,1.7691133366830278
SL_SOIL_00163,Kandy,7.213445,80.554417,Wet Zone,Ultisols,4.92,1.175,13.9,137.85,1.6,50.6,31.94,17.46,-1.4267949470018375,0.17144845372930048,0.09088261510932584,0.12451051624056461,0.056429680136169724,-0.675516775754767,0.9839185718910369,-0.1527082465193887
SL_SOIL_00164,Mullaitivu,9.280346,80.920553,Dry Zone,Alfisols,7.05,0.653,11.04,155.35,0.66,59.03,17.94,23.03,1.2312990007663558,-1.4822729115594142,-0.52905336790108,1.0519122292020597,-1.3418910697979094,0.11165058601872352,-0.6674819266481046,0.615744461193279
SL_SOIL_00165,Galle,5.977039,80.310527,Wet Zone,Ultisols,4.75,1.489,12.08,117.87,2.41,50.32,36.87,12.8,-1.6389432902509422,1.1662157117765353,-0.3036221013518414,-0.9343172680434731,1.2613656455048974,-0.7016623109026411,1.5654474617337484,-0.7956148206560191
SL_SOIL_00166,Puttalam,7.791884,80.113838,Dry Zone,Alfisols,6.32,0.942,11.32,99.55,1.11,77.46,14.98,7.56,0.32030905622608347,-0.566706868324858,-0.4683603345993617,-1.9051743755551644,-0.6724822001486161,1.8325870602162828,-1.0166351749106661,-1.5185398095993548
SL_SOIL_00167,Badulla,7.095497,80.957194,Up Country Intermediate Zone,Inceptisols,5.51,1.573,15.04,136.6,1.81,43.94,33.61,22.45,-0.690515402784357,1.4323317935471325,0.33798996498060613,0.058267536743314974,0.36882048597250644,-1.2974070046291977,1.180907059931063,0.5357260463865736
SL_SOIL_00168,Gampaha,7.014328,79.902377,Wet Zone,Ultisols,6.18,1.384,14.18,128.98,1.93,52.99,25.92,21.09,0.1455986559032907,0.8335706095632873,0.15157564841104373,-0.34554966627191913,0.5473295178789844,-0.4523459578854144,0.27381635751920613,0.3480966599432653
SL_SOIL_00169,Jaffna,9.648516,79.943606,Dry Zone,Alfisols,6.94,0.782,9.5,161.71,0.78,74.58,12.22,13.2,1.094026543369877,-1.0735946431259962,-0.862865051060529,1.3889565088840665,-1.1633820378914312,1.5636615558381513,-1.342196987479811,-0.7404297069962227
SL_SOIL_00170,Mullaitivu,9.202674,80.920801,Dry Zone,Alfisols,7.27,0.98,11.02,161.85,1.15,73.05,13.24,13.71,1.5058439155593144,-0.4463210218095874,-0.5333885845654883,1.3963757225877578,-0.6129791895131237,1.4207948816372684,-1.221880665443388,-0.6700686870799818
