district,year,season,temperature_avg_c,temperature_max_c,temperature_min_c,rainfall_mm_total,humidity_percent,solar_radiation_mj_m2_day,wind_speed_m_s
Trincomalee,2002,Yala,29.133007,34.8,25.32,204.33,73.97307,21.025816,6.761765
Trincomalee,2003,Maha,27.153915,34.4,22.9,933.71,78.92033,18.749386,5.24434
Trincomalee,2003,Yala,29.003073,34.54,25.31,193.04,75.00791,20.508694,6.318366
Trincomalee,2004,Maha,27.029297,34.58,22.26,1211.79,78.61192,18.384695,5.2013617
Trincomalee,2004,Yala,28.934704,35.92,25.18,325.15,74.10556,20.7417,6.835621
Trincomalee,2005,Maha,27.036037,34.82,22.86,1024.57,79.56906,18.47349,5.138208
Trincomalee,2005,Yala,29.057646,35.1,25.56,286.8,75.62079,21.072876,6.3520913
Trincomalee,2006,Maha,26.767643,33.79,21.96,1044.61,80.1891,18.324905,4.8489623
Trincomalee,2006,Yala,29.044903,35.18,25.28,195.17,73.231964,21.090849,6.5648365
Trincomalee,2007,Maha,26.778631,33.72,21.97,846.54,77.55047,18.849009,5.2433963
Trincomalee,2007,Yala,28.838299,35.03,25.03,301.15,75.46941,20.188889,6.303464
Trincomalee,2008,Maha,27.020092,35.91,22.41,1125.32,78.62113,18.270517,4.888028
Trincomalee,2008,Yala,28.149673,33.49,25.32,229.86,78.77961,21.07804,6.31817
Trincomalee,2009,Maha,27.093916,35.08,22.59,1192.11,77.05113,18.827547,4.954434
Trincomalee,2009,Yala,28.816732,34.68,25.2,319.56,75.95274,20.789673,6.952876
Trincomalee,2010,Maha,26.828066,33.2,22.93,1425.11,80.476326,17.849197,4.8878303
Trincomalee,2010,Yala,28.975883,34.45,24.81,409.75,76.157776,20.8383,6.2413073
Trincomalee,2011,Maha,26.869764,34.62,22.33,2310.7,80.61132,17.466604,4.9732075
Trincomalee,2011,Yala,28.296537,33.34,23.98,441.46,78.28719,21.379936,6.3362093
Trincomalee,2012,Maha,27.00014,34.87,22.74,1741.88,78.658585,18.7454,4.6615024
Trincomalee,2012,Yala,29.234379,35.62,25.19,169.48,72.430916,21.143463,6.839281
Trincomalee,2013,Maha,26.995707,34.09,22.98,1251.39,79.226036,17.965849,5.1454244
Trincomalee,2013,Yala,28.269869,33.37,25.22,350.44,78.97882,20.639738,6.502941
Trincomalee,2014,Maha,26.991226,34.83,22.62,1667.03,78.97995,17.729433,5.0265565
Trincomalee,2014,Yala,28.985294,34.22,25.19,298.25,75.34059,21.122156,6.471634
Trincomalee,2015,Maha,26.948631,34.51,23.48,1732.42,81.33708,18.418821,4.5966983
Trincomalee,2015,Yala,28.534838,34.21,25.46,504.56,79.41987,21.57366,5.9060783
Trincomalee,2016,Maha,27.605822,35.36,22.46,671.07,75.80328,19.187418,4.968216
Trincomalee,2016,Yala,29.049805,35.43,25.49,676.23,76.623924,20.942614,6.3816996
Trincomalee,2017,Maha,27.108067,33.81,22.55,997.21,78.0142,18.61198,4.8590565
Trincomalee,2017,Yala,29.28608,35.41,25.18,311.45,74.211044,20.916079,6.0985622
Trincomalee,2018,Maha,26.997313,35.61,22.21,902.51,78.505714,18.202263,4.479953
Trincomalee,2018,Yala,28.424643,33.96,25.52,438.78,78.33745,20.320393,6.307974
Trincomalee,2019,Maha,27.209906,34.27,23.19,1496.76,79.14057,18.496462,4.5660377
Trincomalee,2019,Yala,29.96392,36.43,25.16,202.06,70.47006,20.700195,6.337843
Trincomalee,2020,Maha,27.320328,33.55,23.8,1046.3,78.6492,18.229671,5.235493
Trincomalee,2020,Yala,28.950787,34.31,24.88,457.46,76.47438,20.365164,5.708366
Trincomalee,2021,Maha,27.06066,33.49,22.76,1556.74,81.12854,18.101461,4.888255
Trincomalee,2021,Yala,28.641308,33.79,25.0,412.16,78.26896,20.40183,6.0452285
Trincomalee,2022,Maha,26.952124,33.46,21.53,1283.07,80.50094,17.954481,4.981368
Trincomalee,2022,Yala,28.23026,33.13,24.91,645.52,80.077255,19.829674,6.0356865
Trincomalee,2023,Maha,27.206413,34.39,22.61,2036.01,80.438065,18.124763,4.8436317
Trincomalee,2023,Yala,29.115097,35.85,25.23,345.64,76.306015,20.75353,5.7118955
Trincomalee,2024,Maha,27.635635,34.44,23.24,1264.84,80.54126,18.385633,4.9933333
Trincomalee,2024,Yala,29.460848,35.68,25.85,400.62,76.621506,20.150328,5.906536
Trincomalee,2025,Maha,27.224106,34.24,23.75,1814.43,80.48712,17.792925,4.9440565
Trincomalee,2025,Yala,28.684446,34.69,24.48,441.78,78.653854,20.563856,6.260196
Vavuniya,2000,Maha,26.831877,35.81,18.96,681.15,76.49286,18.089296,4.72108
Vavuniya,2000,Yala,28.968954,38.22,24.27,231.34,70.62666,20.950653,6.10549
Vavuniya,2001,Maha,26.574387,37.86,18.75,786.51,78.707596,18.371414,4.4262733
Vavuniya,2001,Yala,28.249084,36.92,24.0,402.24,77.039604,20.643202,5.6693463
Vavuniya,2002,Maha,26.657074,36.55,19.29,840.23,79.29906,18.4567,4.4517927
Vavuniya,2002,Yala,29.016863,36.42,23.79,233.86,73.1019,20.685555,5.951438
Vavuniya,2003,Maha,26.733067,36.32,20.23,722.34,79.2551,18.452784,4.6920753
Vavuniya,2003,Yala,28.859282,37.12,23.79,256.52,74.18039,20.353464,5.5817647
Vavuniya,2004,Maha,26.714367,37.42,19.61,965.03,77.98357,17.802582,4.6094837
Vavuniya,2004,Yala,28.795815,39.64,24.62,305.77,73.34104,20.454313,5.8907843
Vavuniya,2005,Maha,26.419529,35.23,19.98,880.09,81.22811,18.118916,4.441887
Vavuniya,2005,Yala,28.638235,36.19,24.56,299.24,76.286736,20.523335,5.767516
Vavuniya,2006,Maha,26.149246,34.7,18.74,970.54,81.87996,17.75816,4.3235846
Vavuniya,2006,Yala,28.901373,36.41,23.94,205.52,72.4751,21.114706,6.0072546
Vavuniya,2007,Maha,26.323586,36.87,19.33,885.27,78.19066,18.473349,4.6042924
Vavuniya,2007,Yala,28.832417,36.58,24.33,224.31,73.77033,19.741896,5.7373857
Vavuniya,2008,Maha,26.499249,36.69,19.82,969.33,79.48291,17.809954,4.3385916
Vavuniya,2008,Yala,28.00098,34.9,23.51,214.11,77.87483,20.587711,5.7028756
Vavuniya,2009,Maha,26.721981,36.4,19.77,997.55,77.20113,18.661085,4.4350944
Vavuniya,2009,Yala,28.824379,36.21,23.9,257.94,73.89131,19.891176,6.2530723
Vavuniya,2010,Maha,26.233774,35.76,19.65,1285.11,82.1709,17.63849,4.176651
Vavuniya,2010,Yala,28.973856,37.64,24.4,352.27,74.45131,20.174706,5.5183005
Vavuniya,2011,Maha,26.237358,35.71,19.88,1551.04,82.5325,17.210331,4.396321
Vavuniya,2011,Yala,28.12732,35.21,21.4,374.37,77.39143,20.719934,5.6333337
Vavuniya,2012,Maha,26.49479,35.63,20.11,1386.44,80.13732,18.047888,4.2849298
Vavuniya,2012,Yala,29.255424,36.01,23.86,147.69,70.518364,20.804836,6.3663397
Vavuniya,2013,Maha,26.293303,34.8,20.88,1048.27,81.56081,17.758396,4.5678773
Vavuniya,2013,Yala,28.082548,34.29,23.4,299.54,78.54287,20.10974,5.7373204
Vavuniya,2014,Maha,26.58104,37.29,19.7,1486.29,79.70741,17.153255,4.4566035
Vavuniya,2014,Yala,28.94745,37.68,24.0,345.41,74.2264,20.70438,5.625425
Vavuniya,2015,Maha,26.23934,35.26,20.34,1471.88,84.006836,17.821274,4.127453
Vavuniya,2015,Yala,28.155752,35.43,24.24,453.99,80.40196,20.67706,5.1928105
Vavuniya,2016,Maha,27.053288,36.91,19.73,536.73,76.60939,18.916948,4.35
Vavuniya,2016,Yala,28.959606,37.44,24.38,507.52,75.65941,20.498169,5.2584314
Vavuniya,2017,Maha,26.63217,34.76,19.67,782.52997,78.657455,18.574717,4.338915
Vavuniya,2017,Yala,29.377514,37.32,23.49,272.17,72.368034,20.88451,5.4041834
Vavuniya,2018,Maha,26.70698,37.46,19.55,794.83,78.02269,18.121603,4.0537267
Vavuniya,2018,Yala,28.56379,37.4,24.26,351.04,76.132355,20.009672,5.5755553
Vavuniya,2019,Maha,26.836508,38.08,20.29,1194.4299,79.73316,18.473679,4.056981
Vavuniya,2019,Yala,30.025097,38.48,24.43,185.8,68.39131,20.848627,5.938954
Vavuniya,2020,Maha,26.804506,35.41,21.25,1072.46,79.88648,18.153334,4.6224885
Vavuniya,2020,Yala,29.043793,36.86,23.13,374.32,74.37444,20.23562,5.1057515
Vavuniya,2021,Maha,26.32698,34.85,20.07,1506.36,84.08537,18.009104,4.2436323
Vavuniya,2021,Yala,28.575687,35.12,23.34,369.02,77.13536,20.466145,5.3237257
Vavuniya,2022,Maha,26.358208,34.71,19.24,1084.79,82.24071,17.889057,4.283868
Vavuniya,2022,Yala,28.042027,34.3,24.11,514.63,79.77118,19.835033,5.210719
Vavuniya,2023,Maha,26.570425,35.69,19.86,1649.33,82.63065,17.51401,4.341085
Vavuniya,2023,Yala,28.987646,37.06,23.76,311.29,75.44915,20.884642,5.18549
Vavuniya,2024,Maha,27.046667,35.22,21.35,1014.73,82.24887,18.252724,4.4168077
Vavuniya,2024,Yala,29.517124,38.26,24.65,334.48,74.721634,19.76268,5.2446404
Vavuniya,2025,Maha,26.543915,35.23,20.67,1496.22,82.780846,17.442265,4.3122168
Vavuniya,2025,Yala,28.761894,36.15,24.04,314.19,76.88974,20.769478,5.4632025
