district,year,month,temperature_avg_c,temperature_max_c,temperature_min_c,rainfall_mm_total,humidity_percent,solar_radiation_mj_m2_day,wind_speed_m_s
Anuradhapura,2001,3,28.457418,39.93,19.56,0.17,65.44064,23.20516,3.196129
Anuradhapura,2001,4,28.083,38.94,23.06,174.34999,76.156334,20.454334,2.401
Anuradhapura,2001,5,28.23742,35.31,24.01,15.36,77.73742,22.217741,5.4725804
Anuradhapura,2001,6,26.898,34.35,23.45,135.90001,81.27867,19.237,6.4059997
Anuradhapura,2001,7,27.20387,35.87,22.96,95.89,76.25032,19.97903,6.10129
Anuradhapura,2001,8,27.439354,35.47,23.08,10.13,75.78806,21.276451,6.6980643
Anuradhapura,2001,9,27.627333,36.31,23.5,44.52,72.979004,21.040998,5.863
Anuradhapura,2001,10,27.071936,34.61,22.79,130.17,78.550644,18.210644,4.3519354
Anuradhapura,2001,11,25.665,33.29,21.09,200.53,84.94666,16.625,3.2616665
Anuradhapura,2001,12,24.537098,30.21,19.31,204.52,86.48387,14.193226,4.071935
Anuradhapura,2002,1,24.338709,30.63,17.38,53.72,84.600006,16.273548,3.938387
Anuradhapura,2002,2,25.288927,33.63,17.21,69.75,79.6325,19.445002,4.455
Anuradhapura,2002,3,27.948387,38.49,19.91,33.73,69.87871,22.520323,3.3967743
Anuradhapura,2002,4,28.692333,38.12,22.33,111.96,73.92266,20.764,2.3346667
Anuradhapura,2002,5,28.452581,35.74,24.54,48.59,77.273224,20.643871,5.7832255
Anuradhapura,2002,6,28.255667,36.62,24.38,31.880001,74.42067,20.59,6.4983335
Anuradhapura,2002,7,28.992258,36.77,24.52,3.69,67.37323,20.854515,7.5274196
Anuradhapura,2002,8,28.222902,36.47,23.94,25.050001,70.06548,20.574839,6.8458066
Anuradhapura,2002,9,29.495667,37.66,24.16,22.92,62.379665,22.828,6.2279997
Anuradhapura,2002,10,26.570969,35.83,21.75,259.74,82.604836,18.517418,3.5341935
Anuradhapura,2002,11,25.319668,30.75,20.28,201.5,88.745995,15.988001,2.7183335
Anuradhapura,2002,12,24.564838,30.34,18.32,254.09,88.61774,13.781613,4.219032
Anuradhapura,2003,1,24.010323,29.01,18.4,97.21,86.47613,15.768709,4.294839
Anuradhapura,2003,2,25.029644,30.82,18.67,61.04,84.53071,20.050714,3.827143
Anuradhapura,2003,3,26.70516,36.46,18.75,59.679996,77.69452,21.96226,3.0577419
Anuradhapura,2003,4,29.291332,38.2,22.22,62.15,69.478004,22.333,2.6426666
Anuradhapura,2003,5,28.527418,36.24,24.59,94.56,77.06967,19.45387,5.9212904
Anuradhapura,2003,6,28.189333,35.51,24.37,17.68,75.07533,20.693666,6.3806667
Anuradhapura,2003,7,27.987097,35.71,23.67,25.63,73.564514,19.407097,5.8119354
Anuradhapura,2003,8,27.984516,35.29,23.83,35.670002,73.67419,19.954517,6.16129
Anuradhapura,2003,9,28.673,37.82,24.17,44.55,69.18967,22.046,5.976667
Anuradhapura,2003,10,27.62258,36.53,23.37,85.380005,75.71839,19.687742,4.8006454
Anuradhapura,2003,11,25.963335,33.07,20.94,301.84,85.31266,12.847,4.0926666
Anuradhapura,2003,12,24.891935,30.43,20.08,51.66,84.1629,16.896774,4.134194
Anuradhapura,2004,1,25.516775,33.45,17.76,24.92,76.03194,18.177742,4.48
Anuradhapura,2004,2,26.375172,36.63,17.96,24.95,68.43069,21.265863,4.1289654
Anuradhapura,2004,3,28.655807,39.35,18.79,44.63,66.56839,21.921936,3.1138709
Anuradhapura,2004,4,29.814667,41.5,23.58,80.1,68.235,22.321001,2.468
Anuradhapura,2004,5,28.007097,35.02,24.27,121.54,77.80161,18.920645,5.9945164
Anuradhapura,2004,6,28.005667,35.75,24.14,17.99,73.135666,20.247,7.0810003
Anuradhapura,2004,7,27.90516,35.39,23.57,32.51,72.01516,20.210646,6.792258
Anuradhapura,2004,8,28.430645,36.77,24.39,33.75,69.299034,20.625807,6.789355
Anuradhapura,2004,9,27.504333,34.19,22.97,101.28,75.083336,17.661999,5.261667
Anuradhapura,2004,10,26.71613,34.63,22.99,241.70999,82.5858,17.63129,3.9280643
Anuradhapura,2004,11,25.556,29.75,22.32,223.79001,89.045334,13.590667,4.166
Anuradhapura,2004,12,24.294516,29.68,17.31,275.27,86.850006,14.451612,4.4319353
Anuradhapura,2005,1,24.235806,29.42,19.18,131.29,86.88677,16.134193,3.926129
Anuradhapura,2005,2,24.605358,31.17,17.73,9.38,83.185,22.195713,3.7614286
Anuradhapura,2005,3,27.16,36.85,19.88,46.31,77.19516,21.80871,2.9364517
Anuradhapura,2005,4,27.497,34.49,23.21,151.9,82.51833,20.099333,2.4966667
Anuradhapura,2005,5,28.618387,35.88,24.17,37.09,76.94161,21.501936,4.6345162
Anuradhapura,2005,6,28.411335,36.07,24.51,9.94,74.22733,19.735332,7.2336664
Anuradhapura,2005,7,27.944838,35.8,23.94,24.539999,73.58774,19.462582,7.3196774
Anuradhapura,2005,8,28.69258,37.76,24.22,37.2,68.881935,21.778387,6.202903
Anuradhapura,2005,9,28.471,37.05,24.38,11.55,69.512,19.971,7.066
Anuradhapura,2005,10,27.118063,36.49,23.79,184.76,79.67806,18.337742,4.2374196
Anuradhapura,2005,11,25.009335,29.99,20.25,347.49,89.877335,13.564333,3.244
Anuradhapura,2005,12,24.33258,29.87,17.92,98.590004,87.86258,15.128064,3.5412903
Anuradhapura,2006,1,23.567741,28.81,15.98,131.18,88.02484,15.264517,3.9841936
Anuradhapura,2006,2,24.7475,31.13,19.34,30.31,83.556435,19.545715,3.7642858
Anuradhapura,2006,3,26.565805,35.56,19.83,119.89,80.383224,21.17129,2.4967742
Anuradhapura,2006,4,28.534,37.63,22.16,78.48,73.13734,22.222332,2.8660002
Anuradhapura,2006,5,27.98516,36.34,23.49,55.64,77.06903,20.718388,5.687097
Anuradhapura,2006,6,28.433666,36.49,24.19,6.33,71.994,21.671999,6.2776666
Anuradhapura,2006,7,28.390968,36.81,23.2,14.21,70.1813,19.649677,7.165161
Anuradhapura,2006,8,28.223871,37.65,23.29,57.399998,70.52548,21.36484,6.995484
Anuradhapura,2006,9,27.310333,34.67,23.55,71.01,76.206,19.84,5.787667
Anuradhapura,2006,10,26.727097,35.64,22.38,299.19,81.33258,18.44387,3.9932258
Anuradhapura,2006,11,25.404667,29.84,22.13,276.09,89.703995,15.681334,2.7876666
Anuradhapura,2006,12,24.338064,29.02,17.97,115.01,84.97452,14.533548,4.532258
Anuradhapura,2007,1,23.88516,29.04,18.15,59.579998,83.82,16.149033,4.4654837
Anuradhapura,2007,2,25.455715,33.53,17.51,45.54,76.1825,19.970356,3.5432143
Anuradhapura,2007,3,27.290323,38.82,18.53,9.0,66.38097,24.205484,3.3651612
Anuradhapura,2007,4,28.257332,38.43,22.99,139.62,76.131,19.847332,2.4423332
Anuradhapura,2007,5,28.908709,36.83,23.97,14.29,73.94646,21.325806,5.5812902
Anuradhapura,2007,6,28.172333,37.04,23.9,41.23,74.21266,18.353333,6.188333
Anuradhapura,2007,7,27.90129,35.21,23.22,23.2,73.06903,18.983547,6.6635485
Anuradhapura,2007,8,28.031935,36.47,24.26,31.61,71.91806,20.158066,6.6029034
Anuradhapura,2007,9,27.71,35.73,22.86,71.7,74.83933,20.029667,6.3606668
Anuradhapura,2007,10,26.250322,34.97,22.17,315.09,82.31484,17.309355,4.250645
Anuradhapura,2007,11,24.953001,29.88,18.18,149.88,85.675,17.935333,2.9046667
Anuradhapura,2007,12,24.212582,29.13,17.32,229.47,87.29,13.891935,4.2400002
Anuradhapura,2008,1,24.026775,30.35,17.32,40.67,85.31678,16.968388,3.6519353
Anuradhapura,2008,2,24.827587,30.63,18.24,106.09,83.21001,19.406551,3.3689654
Anuradhapura,2008,3,25.62742,31.92,19.32,259.15,86.29032,18.502258,3.1480644
Anuradhapura,2008,4,26.414333,32.44,21.96,130.35,85.88433,21.208334,2.7473333
Anuradhapura,2008,5,26.961613,32.21,24.18,1.8299999,85.15064,21.976452,5.784516
Anuradhapura,2008,6,27.401001,33.79,23.82,25.0,77.558334,20.321999,6.198
Anuradhapura,2008,7,27.584517,35.76,23.31,30.12,74.55581,20.133549,6.5370965
Anuradhapura,2008,8,27.773226,35.47,23.31,37.57,72.82129,19.309677,5.8751616
Anuradhapura,2008,9,28.722332,38.4,23.49,7.59,67.24033,21.979668,6.0323334
Anuradhapura,2008,10,27.335485,38.07,19.12,157.68001,76.649994,18.229355,3.333226
Anuradhapura,2008,11,26.129,34.08,20.67,240.23,81.47834,14.853333,3.7266667
Anuradhapura,2008,12,24.383226,29.65,18.61,180.93,86.27742,14.872258,4.015806
Anuradhapura,2009,1,23.852257,29.98,18.43,59.83,82.20742,17.241936,4.066129
Anuradhapura,2009,2,25.245358,36.99,17.36,0.07,70.5175,22.346786,3.5028572
Anuradhapura,2009,3,26.910324,38.13,18.62,133.97,74.133865,22.120646,2.8251615
Anuradhapura,2009,4,27.967335,36.09,22.98,145.74,79.09733,20.265999,3.5243335
Anuradhapura,2009,5,28.313227,36.28,24.23,14.320001,77.19193,20.260645,5.6529036
Anuradhapura,2009,6,28.190666,35.55,24.32,8.04,73.386,19.894999,7.738667
Anuradhapura,2009,7,28.387096,38.04,24.18,13.030001,69.55678,19.87871,7.2638707
Anuradhapura,2009,8,27.949032,36.2,22.82,100.67,74.1829,19.167742,6.1087093
Anuradhapura,2009,9,28.036999,37.29,23.94,20.49,73.327,21.265001,6.6346664
Anuradhapura,2009,10,28.090645,37.21,21.76,112.770004,69.50484,20.072903,4.1919355
Anuradhapura,2009,11,25.586334,31.53,20.63,354.57,87.561005,14.926333,3.2236667
Anuradhapura,2009,12,25.037418,29.57,20.45,290.01,89.422585,12.974194,3.957742
Anuradhapura,2010,1,24.085161,29.35,18.51,65.34,86.25484,17.906775,3.9322581
Anuradhapura,2010,2,24.76357,33.05,18.89,10.83,82.42036,20.300001,3.5767858
Anuradhapura,2010,3,27.904516,37.73,17.06,31.44,70.18419,22.164515,3.0941935
Anuradhapura,2010,4,29.119999,38.86,22.81,143.69,73.99067,22.030666,2.6366665
Anuradhapura,2010,5,28.173548,35.07,23.72,75.55,81.87807,20.276775,5.0751615
Anuradhapura,2010,6,28.230999,36.01,23.95,16.81,74.27166,20.046333,6.6636667
Anuradhapura,2010,7,27.949354,35.45,23.32,42.21,72.37032,20.224516,6.253871
Anuradhapura,2010,8,27.571291,35.62,23.17,102.56,75.57097,18.350967,6.173871
Anuradhapura,2010,9,26.995667,35.03,23.1,212.75,78.75167,18.861666,4.6943336
Anuradhapura,2010,10,25.914839,31.58,22.21,122.66,85.79194,18.69871,4.857097
Anuradhapura,2010,11,25.175333,30.57,21.54,373.3,88.81333,14.478666,2.8123333
Anuradhapura,2010,12,24.16258,29.26,19.96,429.13998,91.70645,11.254193,3.9887097
Anuradhapura,2011,1,23.807096,28.32,17.97,374.59,90.84613,12.995161,4.374516
Anuradhapura,2011,2,24.37143,30.46,19.58,308.19,88.48607,16.751429,3.4978573
Anuradhapura,2011,3,25.718388,32.43,18.82,36.54,84.4042,22.026129,2.827742
Anuradhapura,2011,4,26.372334,32.76,19.27,255.5,84.59267,20.226002,2.3973334
Anuradhapura,2011,5,27.048063,32.09,22.44,21.44,85.76516,22.295162,5.0741935
Anuradhapura,2011,6,27.673,35.32,23.75,6.4,77.833664,20.740665,6.3956666
Anuradhapura,2011,7,27.641613,35.33,23.95,23.76,73.85807,20.108065,6.6058064
Anuradhapura,2011,8,27.514194,34.61,23.3,91.43,75.25259,20.214518,6.4016128
Anuradhapura,2011,9,28.195,36.91,23.89,23.72,71.03833,21.174002,6.3016667
Anuradhapura,2011,10,26.855162,36.45,22.67,317.11,80.23935,17.549032,3.462258
Anuradhapura,2011,11,25.309,30.11,19.64,381.31,87.167336,15.238333,3.278
Anuradhapura,2011,12,24.537418,29.68,18.45,183.41,88.69129,14.758064,3.7264516
Anuradhapura,2012,1,23.633871,29.95,18.06,32.0,84.603546,19.065805,3.4396775
Anuradhapura,2012,2,24.725174,31.88,19.24,51.34,84.092064,18.843449,3.718276
Anuradhapura,2012,3,27.254839,36.71,18.7,48.84,72.41645,22.555485,2.7083871
Anuradhapura,2012,4,27.883,36.58,22.25,115.68,77.26933,20.189667,2.8696666
Anuradhapura,2012,5,28.862581,37.4,23.53,2.29,71.45452,21.58645,6.5158067
Anuradhapura,2012,6,28.808666,35.79,24.67,7.11,69.62333,20.155333,7.646333
Anuradhapura,2012,7,28.670645,37.26,24.34,33.43,69.68322,20.838064,6.647742
Anuradhapura,2012,8,28.752905,37.06,24.2,8.67,67.00355,21.213871,7.0670967
Anuradhapura,2012,9,28.593666,37.39,24.03,59.05,68.884,19.563665,6.2796664
Anuradhapura,2012,10,26.584517,37.01,22.36,522.41,83.27032,17.227741,3.5612903
Anuradhapura,2012,11,25.274666,31.25,20.19,214.8,88.220665,16.252666,2.7983332
Anuradhapura,2012,12,24.720324,29.72,19.45,559.96,90.26678,12.86871,4.04871
Anuradhapura,2013,1,24.003548,28.85,18.19,190.22,87.97097,15.847097,4.0441937
Anuradhapura,2013,2,24.707142,31.01,19.27,192.48999,87.05964,17.860714,3.4142857
Anuradhapura,2013,3,25.864515,32.52,19.29,196.95,85.93613,20.801935,2.9038708
Anuradhapura,2013,4,27.312334,32.74,21.62,65.5,83.93367,21.886333,2.3756666
Anuradhapura,2013,5,27.118387,31.74,24.34,103.86,86.6571,20.024517,5.2303224
Anuradhapura,2013,6,27.120333,32.73,23.94,16.95,79.61633,19.027,7.3653336
Anuradhapura,2013,7,27.172258,34.43,23.84,30.96,75.87258,19.485806,6.9674196
Anuradhapura,2013,8,27.745483,35.5,23.78,76.53,74.29484,20.147419,5.7400002
Anuradhapura,2013,9,27.377,36.13,23.41,57.24,75.34267,20.027668,6.5820003
Anuradhapura,2013,10,27.510323,35.91,22.78,100.37,74.95452,19.92645,4.7648387
Anuradhapura,2013,11,25.726665,31.53,20.6,196.55,84.92834,16.425333,3.101
Anuradhapura,2013,12,24.437096,29.84,19.68,117.72,84.76259,13.459678,3.9993546
Anuradhapura,2014,1,24.331614,30.49,19.9,166.58,83.94355,14.675807,4.4980645
Anuradhapura,2014,2,25.8775,34.97,17.6,31.53,71.36428,20.459286,3.8885713
Anuradhapura,2014,3,28.044193,39.56,20.74,6.7,65.338066,22.13258,4.1777415
Anuradhapura,2014,4,29.388666,40.14,23.03,134.66,69.20467,22.472332,2.1533332
Anuradhapura,2014,5,27.364515,32.81,23.3,150.46,85.25194,20.508064,4.639355
Anuradhapura,2014,6,28.452667,35.8,24.76,3.78,76.41134,20.425,6.7783337
Anuradhapura,2014,7,28.364193,35.49,24.62,9.37,72.47225,20.493225,7.245484
Anuradhapura,2014,8,27.703548,36.25,23.01,72.34,72.992256,19.67129,6.2070966
Anuradhapura,2014,9,28.053667,37.44,23.92,142.71,73.68533,21.110666,5.357333
Anuradhapura,2014,10,26.30129,33.27,22.73,262.33002,85.28355,17.969677,3.173871
Anuradhapura,2014,11,25.198334,30.85,19.2,382.27,89.07266,12.714666,3.4256666
Anuradhapura,2014,12,24.780323,29.61,21.45,571.95,92.56064,11.314516,3.8012905
Anuradhapura,2015,1,23.860645,29.52,18.75,11.61,86.77065,18.657742,3.419355
Anuradhapura,2015,2,24.457142,30.67,18.11,146.58,85.789635,18.66857,3.7310715
Anuradhapura,2015,3,25.781935,32.6,19.17,68.87,83.28097,22.142902,3.09
Anuradhapura,2015,4,26.939,33.35,22.6,196.53,84.47667,22.432335,2.1360002
Anuradhapura,2015,5,27.018711,31.73,23.2,192.58,87.69387,19.32871,4.057742
Anuradhapura,2015,6,26.963665,31.84,23.24,17.25,85.53166,20.487667,5.6103334
Anuradhapura,2015,7,27.766129,34.32,24.0,3.96,77.037415,20.617098,6.6241937
Anuradhapura,2015,8,28.189354,36.36,23.87,72.75,74.37645,20.57,6.0990324
Anuradhapura,2015,9,27.088665,36.07,21.69,173.27,80.183334,20.492668,5.2273335
Anuradhapura,2015,10,26.30742,32.12,22.13,331.3,86.14742,16.613548,3.4177418
Anuradhapura,2015,11,25.527668,30.35,22.2,486.83002,91.080666,13.773666,2.8823333
Anuradhapura,2015,12,25.262259,29.89,20.08,278.16,90.44064,14.437419,3.701613
Anuradhapura,2016,1,24.320969,29.49,18.32,85.81,86.84194,17.477097,3.7280645
Anuradhapura,2016,2,25.134138,31.39,19.15,28.800001,84.69345,20.077242,3.602069
Anuradhapura,2016,3,27.644838,38.21,19.4,27.84,73.73258,22.981289,2.986774
Anuradhapura,2016,4,30.053667,38.59,23.13,49.95,70.63033,23.671333,2.262
Anuradhapura,2016,5,28.314194,37.06,23.66,441.21,81.1071,18.40613,4.377742
Anuradhapura,2016,6,27.032665,31.68,23.81,15.34,83.35433,18.971998,6.3946667
Anuradhapura,2016,7,27.539677,34.0,23.69,24.35,76.48871,20.125162,5.991613
Anuradhapura,2016,8,28.372904,36.15,24.07,7.39,71.82291,21.369356,6.395807
Anuradhapura,2016,9,29.053001,37.84,24.06,1.41,65.437,21.607,6.726
Anuradhapura,2016,10,28.685806,37.74,22.52,90.909996,66.05645,19.25871,4.3309674
Anuradhapura,2016,11,25.585667,31.8,19.65,234.18001,85.28066,14.486333,3.1816666
Anuradhapura,2016,12,24.790323,31.15,17.02,75.520004,83.07323,16.549677,3.643226
Anuradhapura,2017,1,24.68742,31.8,17.59,104.119995,76.72225,16.93613,4.197742
Anuradhapura,2017,2,25.250357,34.82,17.55,42.75,71.909996,21.368929,3.7932143
Anuradhapura,2017,3,26.599356,34.85,19.0,150.85,78.963554,22.022903,2.6100001
Anuradhapura,2017,4,29.296333,38.19,21.53,56.05,71.06267,23.313334,3.0636668
Anuradhapura,2017,5,28.798388,36.99,23.76,133.03,75.8771,19.397743,4.5099998
Anuradhapura,2017,6,28.377666,35.28,24.43,13.0199995,73.676,20.95,6.838667
Anuradhapura,2017,7,28.915808,38.07,24.37,16.65,69.39903,20.81,6.030968
Anuradhapura,2017,8,28.249031,35.33,23.49,90.770004,73.884514,20.031935,6.0390325
Anuradhapura,2017,9,27.749332,35.32,23.83,59.04,76.26034,20.364666,5.311
Anuradhapura,2017,10,27.650644,35.48,23.26,128.99,77.55613,18.058388,4.4861293
Anuradhapura,2017,11,25.639668,32.14,20.76,224.25,87.907,14.641333,3.6026666
Anuradhapura,2017,12,24.917097,30.32,18.71,97.36,84.99935,16.831934,3.4567742
Anuradhapura,2018,1,24.473871,32.13,17.19,28.34,78.46323,17.564516,3.663871
Anuradhapura,2018,2,26.3025,34.96,18.92,53.59,71.71036,20.510714,4.1892858
Anuradhapura,2018,3,27.713224,37.49,19.65,60.76,71.51451,21.405807,3.2874196
Anuradhapura,2018,4,28.814,37.54,22.32,103.2,73.75933,22.140999,2.501
Anuradhapura,2018,5,27.101934,34.51,23.12,273.21,86.48355,18.245483,3.573871
Anuradhapura,2018,6,27.085667,33.43,23.81,20.119999,83.543,20.185667,6.925
Anuradhapura,2018,7,27.674515,35.53,24.08,11.85,75.41355,20.272903,6.761935
Anuradhapura,2018,8,27.923872,36.89,23.88,28.08,72.14129,19.277742,6.8464518
Anuradhapura,2018,9,28.706333,39.07,23.07,50.129997,67.85634,21.6,4.761
Anuradhapura,2018,10,26.251612,33.4,21.36,281.31,85.07677,16.26258,2.7896776
Anuradhapura,2018,11,25.366,30.54,19.9,228.43001,88.01,14.416,3.2273333
Anuradhapura,2018,12,24.690323,29.51,18.61,118.2,88.20677,15.315484,3.456129
Anuradhapura,2019,1,24.002258,31.06,18.18,8.65,81.94419,18.67613,3.9270966
Anuradhapura,2019,2,26.242144,35.12,19.97,92.77,79.170715,19.170359,3.6914287
Anuradhapura,2019,3,28.596128,40.15,21.05,4.65,64.72226,23.99129,3.454516
Anuradhapura,2019,4,30.491667,40.18,22.14,76.96,62.847336,22.380667,2.3443334
Anuradhapura,2019,5,30.314838,39.07,24.91,7.92,67.63645,22.571291,5.3729033
Anuradhapura,2019,6,29.928667,37.58,25.95,9.73,67.927666,20.471998,7.1843333
Anuradhapura,2019,7,29.586128,38.13,24.51,9.03,65.44774,19.536776,6.609355
Anuradhapura,2019,8,28.026129,35.24,23.31,93.01,72.75935,19.319677,7.0929036
Anuradhapura,2019,9,27.504,36.19,22.85,132.66,77.31133,18.676666,5.1196666
Anuradhapura,2019,10,26.075161,33.49,22.35,404.72,86.55968,17.406775,2.3854837
Anuradhapura,2019,11,26.038,30.57,21.82,237.26999,87.422,16.907667,2.8726666
Anuradhapura,2019,12,25.138386,29.67,20.49,390.05002,89.84807,14.510323,3.8535483
Anuradhapura,2020,1,24.585161,29.95,18.58,30.07,85.246445,19.112904,3.739032
Anuradhapura,2020,2,25.132412,32.35,19.16,18.53,80.49172,20.63138,4.090345
Anuradhapura,2020,3,27.833548,37.41,20.36,12.21,68.99065,23.324839,3.532258
Anuradhapura,2020,4,29.683,38.26,20.76,84.5,69.076004,22.616667,2.8996665
Anuradhapura,2020,5,28.561611,38.5,24.45,158.82,79.62516,19.303871,4.209355
Anuradhapura,2020,6,28.209333,35.12,23.86,59.35,75.920006,20.529667,6.0663333
Anuradhapura,2020,7,27.01484,34.23,22.54,107.24,79.69225,18.16613,4.9951615
Anuradhapura,2020,8,28.201612,36.39,23.85,24.09,73.367096,20.648066,6.159032
Anuradhapura,2020,9,26.837667,34.57,23.16,173.36,80.77933,17.648335,5.886333
Anuradhapura,2020,10,27.564516,35.58,23.2,60.12,76.673874,19.527098,5.200645
Anuradhapura,2020,11,26.109667,34.26,21.45,327.91,87.38167,14.748334,3.1296666
Anuradhapura,2020,12,24.914839,29.71,20.34,364.52,90.02516,12.114194,3.9009678
Anuradhapura,2021,1,24.588387,29.62,19.15,246.47,90.201935,15.348064,3.5241935
Anuradhapura,2021,2,24.357859,30.95,17.62,35.09,85.384285,20.760359,3.6985714
Anuradhapura,2021,3,25.842903,35.08,18.89,40.57,82.65709,20.935162,3.1025805
Anuradhapura,2021,4,27.934668,36.13,21.65,115.5,78.67667,21.782999,2.7783332
Anuradhapura,2021,5,27.588709,33.44,23.7,115.99,83.33839,19.688065,4.652258
Anuradhapura,2021,6,27.704,34.12,23.76,45.010002,79.72633,20.858,5.8306665
Anuradhapura,2021,7,27.626127,34.93,24.16,95.52,78.6242,20.579676,6.294516
Anuradhapura,2021,8,27.802904,35.58,22.78,41.27,74.93516,19.477097,6.123871
Anuradhapura,2021,9,27.780333,34.98,23.62,113.26,77.16533,20.393,5.655667
Anuradhapura,2021,10,26.441936,32.19,22.53,328.57,85.645164,17.337742,4.1516128
Anuradhapura,2021,11,25.318666,29.91,21.54,518.83,91.746994,14.172,3.6430001
Anuradhapura,2021,12,24.881937,30.77,19.24,121.46,87.4142,17.336775,3.3335485
Anuradhapura,2022,1,24.612581,30.23,16.58,104.439995,86.827736,18.286129,3.633871
Anuradhapura,2022,2,24.518927,31.14,18.02,121.659996,84.80214,19.833216,3.5432143
Anuradhapura,2022,3,26.67645,34.33,20.8,47.97,81.43,21.327097,3.0719354
Anuradhapura,2022,4,27.138,34.47,22.44,289.55,84.951004,20.890001,2.488
Anuradhapura,2022,5,27.176773,31.92,23.64,44.37,86.34161,20.304193,6.122258
Anuradhapura,2022,6,27.174665,33.85,23.39,40.41,81.40467,19.661001,5.6453333
Anuradhapura,2022,7,27.409678,33.96,22.64,109.81,77.382904,18.722582,5.3096776
Anuradhapura,2022,8,27.287098,35.43,23.12,87.49,77.71903,19.625807,5.862903
Anuradhapura,2022,9,27.467335,35.44,23.32,46.769997,76.138664,20.623667,5.7043333
Anuradhapura,2022,10,26.622904,35.13,21.49,221.70999,80.88968,16.677097,3.884516
Anuradhapura,2022,11,25.001333,30.38,19.47,229.3,87.55234,15.552334,2.9693334
Anuradhapura,2022,12,24.696453,30.15,19.82,289.0,88.99709,13.124839,4.1925807
Anuradhapura,2023,1,23.506128,28.69,17.51,118.47,86.19871,16.795805,4.0429034
Anuradhapura,2023,2,24.056787,29.98,17.32,179.83,85.9375,19.848572,3.840357
Anuradhapura,2023,3,26.184515,34.0,21.02,81.54,83.549355,21.173225,3.007742
Anuradhapura,2023,4,27.748333,34.66,22.23,99.979996,79.37,22.028002,2.5379999
Anuradhapura,2023,5,27.193548,32.77,23.03,163.07,86.43226,19.633226,4.273548
Anuradhapura,2023,6,28.150333,34.34,23.9,19.04,78.775665,21.06,6.079
Anuradhapura,2023,7,28.752258,37.76,24.22,5.4100003,71.01678,19.670967,6.6164517
Anuradhapura,2023,8,29.946129,38.83,24.34,21.45,65.12581,22.073547,5.933226
Anuradhapura,2023,9,28.279667,36.75,23.65,72.68,72.90466,19.638666,6.5596666
Anuradhapura,2023,10,26.91613,34.76,22.42,326.59,82.94839,17.474194,3.3419354
Anuradhapura,2023,11,26.105333,30.73,22.42,508.14,89.55,14.9816675,2.2056665
Anuradhapura,2023,12,25.80871,30.52,22.41,465.33002,92.33129,12.898709,4.0496774
Anuradhapura,2024,1,24.737741,30.15,18.88,178.31,88.296776,16.039679,3.7051613
Anuradhapura,2024,2,25.642414,31.68,20.94,11.95,85.44793,21.058275,4.114483
Anuradhapura,2024,3,26.846128,36.85,19.68,22.789999,76.796776,23.285807,3.3441935
Anuradhapura,2024,4,30.443666,39.3,23.47,40.09,69.14733,22.103333,2.5743334
Anuradhapura,2024,5,29.031935,39.71,24.0,192.21,79.59677,17.910967,4.1393547
Anuradhapura,2024,6,28.154,35.54,24.54,24.68,79.33967,19.629667,6.272333
Anuradhapura,2024,7,28.871614,36.39,24.59,7.3,71.935486,19.910967,6.781613
Anuradhapura,2024,8,28.118063,35.46,23.33,118.27,76.96032,19.329676,5.343226
Anuradhapura,2024,9,28.888,36.18,24.25,24.369999,73.333664,20.751001,6.2516665
Anuradhapura,2024,10,27.11871,37.0,23.35,191.18001,83.232254,17.727097,3.6116128
Anuradhapura,2024,11,26.100334,31.13,21.99,441.23,89.161,13.403,3.6843333
Anuradhapura,2024,12,25.55742,30.1,19.66,138.82,89.338066,15.609355,3.4083872
